"GridNo","Yutm","Xutm","elev_ft_NG","StgJan05","Area","Distr_Pixel"
106,2946600,559400,15.651,16.25049782,160000,7
107,2946600,559800,15.563,16.2522049,160000,8
108,2946600,560200,15.583,16.25390053,160000,8
109,2946600,560600,15.596,16.25599861,160000,8
110,2946600,561000,15.767,16.25766945,160000,8
111,2946600,561400,15.859,16.25944901,160000,8
112,2946600,561800,15.881,16.26131821,160000,9
113,2946600,562200,15.906,16.26369286,160000,9
114,2946600,562600,15.845,16.26556587,160000,9
115,2946600,563000,15.849,16.26737976,160000,9
116,2946600,563400,15.896,16.26952171,160000,10
117,2946600,563800,15.718,16.27112579,160000,10
118,2946600,564200,15.585,16.2726326,160000,10
119,2946600,564600,15.669,16.27406311,160000,10
120,2946600,565000,15.541,16.27579117,160000,10
121,2946600,565400,15.399,16.27718163,160000,11
122,2946600,565800,15.165,16.27863312,160000,11
123,2946200,559000,15.517,16.25422478,160000,7
124,2946200,559400,15.573,16.25606918,160000,7
125,2946200,559800,15.607,16.25791168,160000,8
126,2946200,560200,15.617,16.25974083,160000,8
127,2946200,560600,15.666,16.26200294,160000,8
128,2946200,561000,15.785,16.26379967,160000,8
129,2946200,561400,15.925,16.26571083,160000,8
130,2946200,561800,15.926,16.26770782,160000,9
131,2946200,562200,15.937,16.27023125,160000,9
132,2946200,562600,15.94,16.27220917,160000,9
133,2946200,563000,15.885,16.27410316,160000,9
134,2946200,563400,15.897,16.27631187,160000,10
135,2946200,563800,15.863,16.27793503,160000,10
136,2946200,564200,15.718,16.2794342,160000,10
137,2946200,564600,15.621,16.28082657,160000,10
138,2946200,565000,15.581,16.2824688,160000,10
139,2946200,565400,15.429,16.28376389,160000,11
140,2946200,565800,15.546,16.28510284,160000,11
141,2945800,558600,15.402,16.25710297,160000,7
142,2945800,559000,15.607,16.25956345,160000,7
143,2945800,559400,15.699,16.26153946,160000,7
144,2945800,559800,15.697,16.26351357,160000,8
145,2945800,560200,15.656,16.26547432,160000,8
146,2945800,560600,15.765,16.26789665,160000,8
147,2945800,561000,15.846,16.26981926,160000,8
148,2945800,561400,15.971,16.27185822,160000,8
149,2945800,561800,15.98,16.27398109,160000,9
150,2945800,562200,16.013,16.27664948,160000,9
151,2945800,562600,15.99,16.27872276,160000,9
152,2945800,563000,15.907,16.28069496,160000,9
153,2945800,563400,15.999,16.28296852,160000,10
154,2945800,563800,15.933,16.28461075,160000,10
155,2945800,564200,15.83,16.28609848,160000,10
156,2945800,564600,15.682,16.28744888,160000,10
157,2945800,565000,15.624,16.28900337,160000,10
158,2945800,565400,15.553,16.29020119,160000,11
159,2945800,565800,15.486,16.2914238,160000,11
160,2945800,566200,15.525,16.29273033,160000,11
161,2945800,566600,15.488,16.29455376,160000,11
162,2945400,558200,15.22,16.2600956,160000,12
163,2945400,558600,15.453,16.26216888,160000,12
164,2945400,559000,15.654,16.26478767,160000,12
165,2945400,559400,15.762,16.26689148,160000,12
166,2945400,559800,15.8,16.26899338,160000,13
167,2945400,560200,15.754,16.27108192,160000,13
168,2945400,560600,15.812,16.27366066,160000,13
169,2945400,561000,15.831,16.27570534,160000,13
170,2945400,561400,15.992,16.27786636,160000,13
171,2945400,561800,16.034,16.28010941,160000,14
172,2945400,562200,16.017,16.28291512,160000,14
173,2945400,562600,16.023,16.28508377,160000,14
174,2945400,563000,15.938,16.28712845,160000,14
175,2945400,563400,15.992,16.28945732,160000,14
176,2945400,563800,15.932,16.29111671,160000,15
177,2945400,564200,15.806,16.29259109,160000,15
178,2945400,564600,15.789,16.29390144,160000,15
179,2945400,565000,15.712,16.29536438,160000,15
180,2945400,565400,15.575,16.29646301,160000,16
181,2945400,565800,15.486,16.29756546,160000,16
182,2945400,566200,15.512,16.29873657,160000,16
183,2945400,566600,15.45,16.30037689,160000,16
184,2945400,567000,15.615,16.30184364,160000,16
185,2945000,557800,15.397,16.26391029,160000,12
186,2945000,558200,15.3,16.26609802,160000,12
187,2945000,558600,15.551,16.26832199,160000,12
188,2945000,559000,15.646,16.27112961,160000,12
189,2945000,559400,15.722,16.27338791,160000,12
190,2945000,559800,15.841,16.2756424,160000,13
191,2945000,560200,15.82,16.27788353,160000,13
192,2945000,560600,15.828,16.28064919,160000,13
193,2945000,561000,15.927,16.28283882,160000,13
194,2945000,561400,16.015,16.28514481,160000,13
195,2945000,561800,16.075,16.28752899,160000,14
196,2945000,562200,16.028,16.29049301,160000,14
197,2945000,562600,15.93,16.29276848,160000,14
198,2945000,563000,15.874,16.29489517,160000,14
199,2945000,563400,15.907,16.29728699,160000,14
200,2945000,563800,15.834,16.29895973,160000,15
201,2945000,564200,15.837,16.30041313,160000,15
202,2945000,564600,15.885,16.30166626,160000,15
203,2945000,565000,15.707,16.30301094,160000,15
204,2945000,565400,15.61,16.30397987,160000,16
205,2945000,565800,15.477,16.30492592,160000,16
206,2945000,566200,15.296,16.30592346,160000,16
207,2945000,566600,15.418,16.30732346,160000,16
208,2945000,567000,15.42,16.30858231,160000,16
209,2945000,567400,15.387,16.30994797,160000,17
210,2945000,567800,15.281,16.31137657,160000,17
211,2944600,557800,15.134,16.26844978,160000,12
212,2944600,558200,15.36,16.27074814,160000,12
213,2944600,558600,15.581,16.27308464,160000,12
214,2944600,559000,15.779,16.27603531,160000,12
215,2944600,559400,15.851,16.27840805,160000,12
216,2944600,559800,15.914,16.28077888,160000,13
217,2944600,560200,15.931,16.28313255,160000,13
218,2944600,560600,15.912,16.28603935,160000,13
219,2944600,561000,15.965,16.2883358,160000,13
220,2944600,561400,15.928,16.2907505,160000,13
221,2944600,561800,16.043,16.29323578,160000,14
222,2944600,562200,16.019,16.29631424,160000,14
223,2944600,562600,15.955,16.29866409,160000,14
224,2944600,563000,15.856,16.30084991,160000,14
225,2944600,563400,15.867,16.30328178,160000,14
226,2944600,563800,15.842,16.30495644,160000,15
227,2944600,564200,15.897,16.30638695,160000,15
228,2944600,564600,15.842,16.30758858,160000,15
229,2944600,565000,15.739,16.30883217,160000,15
230,2944600,565400,15.614,16.30969048,160000,16
231,2944600,565800,15.46,16.31050873,160000,16
232,2944600,566200,15.289,16.31135941,160000,16
233,2944600,566600,15.386,16.31255531,160000,16
234,2944600,567000,15.273,16.31363297,160000,16
235,2944600,567400,15.389,16.31480026,160000,17
236,2944600,567800,15.281,16.31600761,160000,17
237,2944600,568200,15.108,16.31740952,160000,17
238,2944200,557400,14.882,16.27049446,160000,12
239,2944200,557800,15.288,16.27284622,160000,12
240,2944200,558200,15.49,16.27524948,160000,12
241,2944200,558600,15.687,16.27769089,160000,12
242,2944200,559000,15.845,16.28077507,160000,12
243,2944200,559400,15.942,16.28325272,160000,12
244,2944200,559800,16.03,16.28573036,160000,13
245,2944200,560200,16.015,16.28819084,160000,13
246,2944200,560600,16.042,16.29122543,160000,13
247,2944200,561000,16.027,16.29362297,160000,13
248,2944200,561400,16.003,16.29613304,160000,13
249,2944200,561800,15.981,16.29871178,160000,14
250,2944200,562200,16.008,16.30188942,160000,14
251,2944200,562600,15.973,16.30430412,160000,14
252,2944200,563000,15.868,16.30653572,160000,14
253,2944200,563400,15.835,16.30899429,160000,14
254,2944200,563800,15.724,16.31066513,160000,15
255,2944200,564200,15.827,16.31206322,160000,15
256,2944200,564600,15.86,16.31320572,160000,15
257,2944200,565000,15.739,16.31433678,160000,15
258,2944200,565400,15.623,16.31508064,160000,16
259,2944200,565800,15.452,16.31575966,160000,16
260,2944200,566200,15.308,16.31645393,160000,16
261,2944200,566600,15.219,16.3174324,160000,16
262,2944200,567000,15.196,16.31831169,160000,16
263,2944200,567400,15.227,16.31925583,160000,17
264,2944200,567800,15.214,16.3202095,160000,17
265,2944200,568200,15.078,16.32123947,160000,17
266,2944200,568600,14.9,16.32170677,160000,17
267,2944200,569000,15.035,16.32159042,160000,17
268,2943800,557000,15.077,16.27167702,160000,20
269,2943800,557400,15.085,16.27464485,160000,20
270,2943800,557800,15.398,16.27709007,160000,12
271,2943800,558200,15.523,16.27958679,160000,12
272,2943800,558600,15.74,16.28212357,160000,12
273,2943800,559000,15.837,16.28532982,160000,12
274,2943800,559400,15.946,16.28790665,160000,12
275,2943800,559800,16.044,16.29047966,160000,13
276,2943800,560200,16.105,16.29303551,160000,13
277,2943800,560600,16.044,16.29618645,160000,13
278,2943800,561000,16.096,16.29867363,160000,13
279,2943800,561400,16.075,16.30126953,160000,13
280,2943800,561800,16.029,16.30392647,160000,14
281,2943800,562200,16.036,16.30718803,160000,14
282,2943800,562600,15.881,16.30965424,160000,14
283,2943800,563000,15.778,16.31191826,160000,14
284,2943800,563400,15.626,16.31438828,160000,14
285,2943800,563800,15.638,16.31604195,160000,15
286,2943800,564200,15.692,16.31739807,160000,15
287,2943800,564600,15.711,16.31847191,160000,15
288,2943800,565000,15.697,16.3194809,160000,15
289,2943800,565400,15.568,16.32009697,160000,16
290,2943800,565800,15.413,16.32062721,160000,16
291,2943800,566200,15.332,16.32115173,160000,16
292,2943800,566600,15.264,16.32188988,160000,16
293,2943800,567000,15.162,16.32254982,160000,16
294,2943800,567400,15.156,16.32324028,160000,17
295,2943800,567800,15.162,16.32390213,160000,17
296,2943800,568200,15.059,16.32450485,160000,17
297,2943800,568600,14.895,16.32458305,160000,17
298,2943800,569000,14.839,16.324049,160000,17
299,2943800,569400,15.07,16.32263756,160000,18
300,2943400,557000,15.023,16.27624321,160000,20
301,2943400,557400,15.257,16.27932167,160000,20
302,2943400,557800,15.49,16.28186607,160000,21
303,2943400,558200,15.641,16.2844696,160000,21
304,2943400,558600,15.732,16.287117,160000,21
305,2943400,559000,15.939,16.29047012,160000,21
306,2943400,559400,16.004,16.29316902,160000,21
307,2943400,559800,16.07,16.29586601,160000,22
308,2943400,560200,16.123,16.29854774,160000,22
309,2943400,560600,16.056,16.30185318,160000,22
310,2943400,561000,16.15,16.30446243,160000,22
311,2943400,561400,16.075,16.3071804,160000,22
312,2943400,561800,16.159,16.30995178,160000,23
313,2943400,562200,16.05,16.31333542,160000,23
314,2943400,562600,15.911,16.31587219,160000,23
315,2943400,563000,15.72,16.31818008,160000,23
316,2943400,563400,15.574,16.32065773,160000,23
317,2943400,563800,15.548,16.32227707,160000,24
318,2943400,564200,15.564,16.32355881,160000,24
319,2943400,564600,15.646,16.3245182,160000,24
320,2943400,565000,15.734,16.32533264,160000,24
321,2943400,565400,15.592,16.32575798,160000,25
322,2943400,565800,15.446,16.32606697,160000,25
323,2943400,566200,15.337,16.32634544,160000,25
324,2943400,566600,15.26,16.32674026,160000,25
325,2943400,567000,15.174,16.32708359,160000,25
326,2943400,567400,15.174,16.32740784,160000,26
327,2943400,567800,15.136,16.32764816,160000,26
328,2943400,568200,15.021,16.32763672,160000,26
329,2943400,568600,14.929,16.3271637,160000,26
330,2943400,569000,14.939,16.32603645,160000,26
331,2943400,569400,14.833,16.32400513,160000,27
332,2943400,569800,14.836,16.31981087,160000,27
333,2943400,570200,15.128,16.31485176,160000,27
334,2943000,556600,14.978,16.27690315,160000,20
335,2943000,557000,15.152,16.27927208,160000,20
336,2943000,557400,15.403,16.28238297,160000,20
337,2943000,557800,15.544,16.28497505,160000,21
338,2943000,558200,15.704,16.28764153,160000,21
339,2943000,558600,15.783,16.29036903,160000,21
340,2943000,559000,15.907,16.29384041,160000,21
341,2943000,559400,16.008,16.29664421,160000,21
342,2943000,559800,16.024,16.29945755,160000,22
343,2943000,560200,16.134,16.30225945,160000,22
344,2943000,560600,16.134,16.30572319,160000,22
345,2943000,561000,16.109,16.30845833,160000,22
346,2943000,561400,16.197,16.31131554,160000,22
347,2943000,561800,16.268,16.31422806,160000,23
348,2943000,562200,16.148,16.3177681,160000,23
349,2943000,562600,15.908,16.32039833,160000,23
350,2943000,563000,15.872,16.32276344,160000,23
351,2943000,563400,15.609,16.32525635,160000,23
352,2943000,563800,15.572,16.32683754,160000,24
353,2943000,564200,15.637,16.32803726,160000,24
354,2943000,564600,15.606,16.32887268,160000,24
355,2943000,565000,15.694,16.32948112,160000,24
356,2943000,565400,15.622,16.32970619,160000,25
357,2943000,565800,15.46,16.32979393,160000,25
358,2943000,566200,15.393,16.32983398,160000,25
359,2943000,566600,15.322,16.32990837,160000,25
360,2943000,567000,15.263,16.32995605,160000,25
361,2943000,567400,15.249,16.3299427,160000,26
362,2943000,567800,15.205,16.32979584,160000,26
363,2943000,568200,15.167,16.32923508,160000,26
364,2943000,568600,15.003,16.32827187,160000,26
365,2943000,569000,14.943,16.32662392,160000,26
366,2943000,569400,14.867,16.3240509,160000,27
367,2943000,569800,14.979,16.31917381,160000,27
368,2943000,570200,15.047,16.31367874,160000,27
369,2943000,570600,15.178,16.30658722,160000,27
370,2942600,556200,14.732,16.27753448,160000,20
371,2942600,556600,15.061,16.27968407,160000,20
372,2942600,557000,15.295,16.28198624,160000,20
373,2942600,557400,15.505,16.28505707,160000,20
374,2942600,557800,15.654,16.28764915,160000,21
375,2942600,558200,15.726,16.29034233,160000,21
376,2942600,558600,15.748,16.29312134,160000,21
377,2942600,559000,15.912,16.29668236,160000,21
378,2942600,559400,15.905,16.29958153,160000,21
379,2942600,559800,16.025,16.30250168,160000,22
380,2942600,560200,16.016,16.30542374,160000,22
381,2942600,560600,16.082,16.30904579,160000,22
382,2942600,561000,16.133,16.31191826,160000,22
383,2942600,561400,16.178,16.31493187,160000,22
384,2942600,561800,16.271,16.31800461,160000,23
385,2942600,562200,16.251,16.32172585,160000,23
386,2942600,562600,16.115,16.3244648,160000,23
387,2942600,563000,15.878,16.32689476,160000,23
388,2942600,563400,15.721,16.32939911,160000,23
389,2942600,563800,15.607,16.3309288,160000,24
390,2942600,564200,15.624,16.33202362,160000,24
391,2942600,564600,15.663,16.33270645,160000,24
392,2942600,565000,15.681,16.33306503,160000,24
393,2942600,565400,15.711,16.3330555,160000,25
394,2942600,565800,15.613,16.33288765,160000,25
395,2942600,566200,15.508,16.33265686,160000,25
396,2942600,566600,15.358,16.33236885,160000,25
397,2942600,567000,15.367,16.33208847,160000,25
398,2942600,567400,15.309,16.33170319,160000,26
399,2942600,567800,15.245,16.33113289,160000,26
400,2942600,568200,15.242,16.32996941,160000,26
401,2942600,568600,15.137,16.32847786,160000,26
402,2942600,569000,15.095,16.32626724,160000,26
403,2942600,569400,15.001,16.32311821,160000,27
404,2942600,569800,15.032,16.31752205,160000,27
405,2942600,570200,15.125,16.31147575,160000,27
406,2942600,570600,15.187,16.30387497,160000,27
407,2942600,571000,15.209,16.29467773,160000,27
408,2942600,571400,15.159,16.28116035,160000,28
409,2942200,556200,14.912,16.28050232,160000,20
410,2942200,556600,15.165,16.28246307,160000,20
411,2942200,557000,15.358,16.28461838,160000,20
412,2942200,557400,15.573,16.28756142,160000,20
413,2942200,557800,15.669,16.29009056,160000,21
414,2942200,558200,15.741,16.29275703,160000,21
415,2942200,558600,15.748,16.29553795,160000,21
416,2942200,559000,15.78,16.29914474,160000,21
417,2942200,559400,15.882,16.30210304,160000,21
418,2942200,559800,15.895,16.30510521,160000,22
419,2942200,560200,16.073,16.30812454,160000,22
420,2942200,560600,16.049,16.31188583,160000,22
421,2942200,561000,16.195,16.31488037,160000,22
422,2942200,561400,16.183,16.31804657,160000,22
423,2942200,561800,16.271,16.32128143,160000,23
424,2942200,562200,16.176,16.32518578,160000,23
425,2942200,562600,16.136,16.32803345,160000,23
426,2942200,563000,15.979,16.33052444,160000,23
427,2942200,563400,15.756,16.33302498,160000,23
428,2942200,563800,15.621,16.33448601,160000,24
429,2942200,564200,15.712,16.33545494,160000,24
430,2942200,564600,15.654,16.33595657,160000,24
431,2942200,565000,15.699,16.33602715,160000,24
432,2942200,565400,15.733,16.33575249,160000,25
433,2942200,565800,15.718,16.33530045,160000,25
434,2942200,566200,15.641,16.3347702,160000,25
435,2942200,566600,15.476,16.33409119,160000,25
436,2942200,567000,15.382,16.33345604,160000,25
437,2942200,567400,15.309,16.33266449,160000,26
438,2942200,567800,15.326,16.33163643,160000,26
439,2942200,568200,15.35,16.32983017,160000,26
440,2942200,568600,15.308,16.32777596,160000,26
441,2942200,569000,15.274,16.32497215,160000,26
442,2942200,569400,15.146,16.32121849,160000,27
443,2942200,569800,15.127,16.31488037,160000,27
444,2942200,570200,15.163,16.30827713,160000,27
445,2942200,570600,15.16,16.30018806,160000,27
446,2942200,571000,15.173,16.29060364,160000,27
447,2942200,571400,15.133,16.27678108,160000,28
448,2942200,571800,14.981,16.26468086,160000,28
449,2941800,555800,15.027,16.28341103,160000,19
450,2941800,556200,15.049,16.28472328,160000,20
451,2941800,556600,15.194,16.28630638,160000,20
452,2941800,557000,15.468,16.28814697,160000,20
453,2941800,557400,15.669,16.2907753,160000,20
454,2941800,557800,15.728,16.29311943,160000,21
455,2941800,558200,15.818,16.29564857,160000,21
456,2941800,558600,15.827,16.29834175,160000,21
457,2941800,559000,15.762,16.30189514,160000,21
458,2941800,559400,15.898,16.30485725,160000,21
459,2941800,559800,15.912,16.30789566,160000,22
460,2941800,560200,16.017,16.31097794,160000,22
461,2941800,560600,16.097,16.31484985,160000,22
462,2941800,561000,16.127,16.31795502,160000,22
463,2941800,561400,16.258,16.3212738,160000,22
464,2941800,561800,16.28,16.32468605,160000,23
465,2941800,562200,16.182,16.32878876,160000,23
466,2941800,562600,16.142,16.33175087,160000,23
467,2941800,563000,16.035,16.33429527,160000,23
468,2941800,563400,15.847,16.33676147,160000,23
469,2941800,563800,15.797,16.33810806,160000,24
470,2941800,564200,15.875,16.33888817,160000,24
471,2941800,564600,15.757,16.33913422,160000,24
472,2941800,565000,15.804,16.33880615,160000,24
473,2941800,565400,15.818,16.3381691,160000,25
474,2941800,565800,15.814,16.33732796,160000,25
475,2941800,566200,15.757,16.33639336,160000,25
476,2941800,566600,15.585,16.33518982,160000,25
477,2941800,567000,15.534,16.33407974,160000,25
478,2941800,567400,15.437,16.33275223,160000,26
479,2941800,567800,15.422,16.33111763,160000,26
480,2941800,568200,15.434,16.32846451,160000,26
481,2941800,568600,15.401,16.32567215,160000,26
482,2941800,569000,15.5,16.32209969,160000,26
483,2941800,569400,15.363,16.31756973,160000,27
484,2941800,569800,15.292,16.31029701,160000,27
485,2941800,570200,15.274,16.30302238,160000,27
486,2941800,570600,15.207,16.29437828,160000,27
487,2941800,571000,15.218,16.28440094,160000,27
488,2941800,571400,15.216,16.27035141,160000,28
489,2941800,571800,15.097,16.25826645,160000,28
490,2941800,572200,14.89,16.24590874,160000,28
491,2941400,555400,15.213,16.28738022,160000,29
492,2941400,555800,15.015,16.28794861,160000,29
493,2941400,556200,15.137,16.28878403,160000,30
494,2941400,556600,15.299,16.2899437,160000,30
495,2941400,557000,15.537,16.29141235,160000,30
496,2941400,557400,15.767,16.29365349,160000,30
497,2941400,557800,15.824,16.29574203,160000,31
498,2941400,558200,15.847,16.29806328,160000,31
499,2941400,558600,15.825,16.30059052,160000,31
500,2941400,559000,15.788,16.30399704,160000,31
501,2941400,559400,15.878,16.30688286,160000,31
502,2941400,559800,15.921,16.30987549,160000,32
503,2941400,560200,16.05,16.3129406,160000,32
504,2941400,560600,16.133,16.31682587,160000,32
505,2941400,561000,16.09,16.31996536,160000,32
506,2941400,561400,16.25,16.32336044,160000,32
507,2941400,561800,16.265,16.32686996,160000,33
508,2941400,562200,16.141,16.33109093,160000,33
509,2941400,562600,16.114,16.33411407,160000,33
510,2941400,563000,15.987,16.33667564,160000,33
511,2941400,563400,15.92,16.33908272,160000,33
512,2941400,563800,15.921,16.34031487,160000,34
513,2941400,564200,15.871,16.3409214,160000,34
514,2941400,564600,15.85,16.34094238,160000,34
515,2941400,565000,15.864,16.34027481,160000,34
516,2941400,565400,15.855,16.33933067,160000,35
517,2941400,565800,15.84,16.33816147,160000,35
518,2941400,566200,15.726,16.33688545,160000,35
519,2941400,566600,15.636,16.33524513,160000,35
520,2941400,567000,15.562,16.33374214,160000,35
521,2941400,567400,15.502,16.33196831,160000,36
522,2941400,567800,15.486,16.32983208,160000,36
523,2941400,568200,15.466,16.32648087,160000,36
524,2941400,568600,15.544,16.32308578,160000,36
525,2941400,569000,15.568,16.31889153,160000,36
526,2941400,569400,15.517,16.31373978,160000,37
527,2941400,569800,15.421,16.30574036,160000,37
528,2941400,570200,15.45,16.29796791,160000,37
529,2941400,570600,15.288,16.28893661,160000,37
530,2941400,571000,15.279,16.27872276,160000,37
531,2941400,571400,15.265,16.26460838,160000,38
532,2941400,571800,15.149,16.2526474,160000,38
533,2941400,572200,14.964,16.24054718,160000,38
534,2941000,555400,15.201,16.2936573,160000,29
535,2941000,555800,15.222,16.29341507,160000,29
536,2941000,556200,15.439,16.2936573,160000,30
537,2941000,556600,15.515,16.29428101,160000,30
538,2941000,557000,15.66,16.29526901,160000,30
539,2941000,557400,15.945,16.29698563,160000,30
540,2941000,557800,15.865,16.29871178,160000,31
541,2941000,558200,15.859,16.30072403,160000,31
542,2941000,558600,15.904,16.30299187,160000,31
543,2941000,559000,15.955,16.30613518,160000,31
544,2941000,559400,15.845,16.30885696,160000,31
545,2941000,559800,15.984,16.31172371,160000,32
546,2941000,560200,16.014,16.31469917,160000,32
547,2941000,560600,16.115,16.31851006,160000,32
548,2941000,561000,16.233,16.32162094,160000,32
549,2941000,561400,16.044,16.3250351,160000,32
550,2941000,561800,16.095,16.32859421,160000,33
551,2941000,562200,16.009,16.33287621,160000,33
552,2941000,562600,16.031,16.33592796,160000,33
553,2941000,563000,15.903,16.33847618,160000,33
554,2941000,563400,15.922,16.34079742,160000,33
555,2941000,563800,15.974,16.34189606,160000,34
556,2941000,564200,15.925,16.34231758,160000,34
557,2941000,564600,15.921,16.34210205,160000,34
558,2941000,565000,15.875,16.34108353,160000,34
559,2941000,565400,15.902,16.33982277,160000,35
560,2941000,565800,15.861,16.33831596,160000,35
561,2941000,566200,15.654,16.33669281,160000,35
562,2941000,566600,15.668,16.33460617,160000,35
563,2941000,567000,15.679,16.33270645,160000,35
564,2941000,567400,15.646,16.33048058,160000,36
565,2941000,567800,15.571,16.3278389,160000,36
566,2941000,568200,15.624,16.32378769,160000,36
567,2941000,568600,15.663,16.31979179,160000,36
568,2941000,569000,15.577,16.31498146,160000,36
569,2941000,569400,15.657,16.30922508,160000,37
570,2941000,569800,15.586,16.30053329,160000,37
571,2941000,570200,15.534,16.29230309,160000,37
572,2941000,570600,15.416,16.28294373,160000,37
573,2941000,571000,15.46,16.27256012,160000,37
574,2941000,571400,15.198,16.25847816,160000,38
575,2941000,571800,15.095,16.2467308,160000,38
576,2941000,572200,15.288,16.23498344,160000,38
577,2941000,572600,15.514,16.22361755,160000,38
578,2940600,555400,15.016,16.30320358,160000,29
579,2940600,555800,15.169,16.30175591,160000,29
