"GridNo","Yutm","Xutm","elev_ft_NG","StgJan05","Area","Distr_Pixel"
46,2945600,564800,15.54675,16.2863593125,640000,10
47,2945600,565600,15.519,16.2897523233333,480000,11
48,2945600,566400,15.488,16.29455376,160000,11
49,2944800,557600,15.3056666666667,16.26336797,480000,12
50,2944800,558400,15.576,16.2666020375,640000,12
51,2944800,559200,15.78125,16.2712287925,640000,12
52,2944800,560000,15.8035,16.275818825,640000,13
53,2944800,560800,15.94125,16.2803888325,640000,13
54,2944800,561600,16.0385,16.2852616325,640000,14
55,2944800,562400,15.94125,16.2899689675,640000,14
56,2944800,563200,15.91625,16.2942051875,640000,14
57,2944800,564000,15.82925,16.29714298,640000,15
58,2944800,564800,15.651,16.29970455,640000,15
59,2944800,565600,15.44275,16.3017878525,640000,16
60,2944800,566400,15.47575,16.304531575,640000,16
61,2944800,567200,15.334,16.31066227,320000,16
62,2944000,556800,14.882,16.27049446,160000,20
63,2944000,557600,15.318,16.271823405,640000,12
64,2944000,558400,15.723,16.2768964775,640000,12
65,2944000,559200,15.93425,16.2820425025,640000,12
66,2944000,560000,15.975,16.2871470425,640000,13
67,2944000,560800,15.98075,16.2922105775,640000,13
68,2944000,561600,16.01275,16.297537805,640000,14
69,2944000,562400,15.913,16.30258846,640000,14
70,2944000,563200,15.817,16.30697441,640000,14
71,2944000,564000,15.8565,16.3098111175,640000,15
72,2944000,564800,15.67875,16.3119850175,640000,15
73,2944000,565600,15.37725,16.3135204325,640000,16
74,2944000,566400,15.2685,16.3154830925,640000,16
75,2944000,567200,15.27775,16.3175683,640000,16
76,2944000,568000,15.0286666666667,16.3201185866667,480000,17
77,2944000,568800,15.035,16.32159042,160000,17
78,2943200,556800,15.1105,16.2754716875,640000,20
79,2943200,557600,15.513,16.2807531325,640000,20
80,2943200,558400,15.812,16.2862601275,640000,21
81,2943200,559200,16.016,16.291855335,640000,21
82,2943200,560000,16.082,16.29740572,640000,22
83,2943200,560800,16.099,16.3028964975,640000,22
84,2943200,561600,16.0685,16.308600425,640000,23
85,2943200,562400,15.8225,16.3139061925,640000,23
86,2943200,563200,15.5965,16.3183412575,640000,23
87,2943200,564000,15.65325,16.3209867475,640000,24
88,2943200,564800,15.64775,16.3226671225,640000,24
89,2943200,565600,15.382,16.3235478375,640000,25
90,2943200,566400,15.215,16.3245658875,640000,25
91,2943200,567200,15.157,16.3255496025,640000,25
92,2943200,568000,14.976,16.32597208,640000,26
93,2943200,568800,14.92025,16.324182035,640000,26
94,2943200,569600,14.982,16.317331315,320000,27
95,2942400,556000,14.9236666666667,16.2780405666667,480000,20
96,2942400,556800,15.33875,16.28217459,640000,20
97,2942400,557600,15.657,16.287652015,640000,20
98,2942400,558400,15.8375,16.293503285,640000,21
99,2942400,559200,15.9905,16.2995462425,640000,21
100,2942400,560000,16.0915,16.3056130425,640000,22
101,2942400,560800,16.15425,16.311656,640000,22
102,2942400,561600,16.2345,16.317931655,640000,23
103,2942400,562400,15.94325,16.3236303325,640000,23
104,2942400,563200,15.62725,16.32810545,640000,23
105,2942400,564000,15.6325,16.3304100025,640000,24
106,2942400,564800,15.677,16.33132696,640000,24
107,2942400,565600,15.4935,16.331293105,640000,25
108,2942400,566400,15.3275,16.331080435,640000,25
109,2942400,567200,15.252,16.330643655,640000,25
110,2942400,568000,15.13725,16.328988555,640000,26
111,2942400,568800,14.9765,16.3250150675,640000,26
112,2942400,569600,15.04575,16.3154625875,640000,27
113,2942400,570400,15.1913333333333,16.3017133066667,480000,27
114,2942400,571200,15.159,16.28116035,160000,28
115,2941600,555200,15.027,16.28341103,160000,19
116,2941600,556000,15.08,16.2834987625,640000,20
117,2941600,556800,15.517,16.2877755175,640000,20
118,2941600,557600,15.739,16.2929038975,640000,20
119,2941600,558400,15.77925,16.298729895,640000,21
120,2941600,559200,15.89675,16.30499029,640000,21
121,2941600,560000,16.059,16.31145954,640000,22
122,2941600,560800,16.19075,16.31803894,640000,22
123,2941600,561600,16.22725,16.324985505,640000,23
124,2941600,562400,16.073,16.3311510075,640000,23
125,2941600,563200,15.75525,16.33559513,640000,23
126,2941600,564000,15.7495,16.337358475,640000,24
127,2941600,564800,15.7635,16.3371887225,640000,24
128,2941600,565600,15.7325,16.3359479925,640000,25
129,2941600,566400,15.49425,16.3342041975,640000,25
130,2941600,567200,15.3735,16.332042695,640000,25
131,2941600,568000,15.37325,16.3279356975,640000,36
132,2941600,568800,15.32075,16.321465015,640000,36
133,2941600,569600,15.214,16.3091192225,640000,37
134,2941600,570400,15.1895,16.29239273,640000,37
135,2941600,571200,15.10675,16.26751995,640000,38
136,2941600,572000,14.89,16.24590874,160000,38
137,2940800,555200,15.16275,16.2906003,640000,29
138,2940800,556000,15.3475,16.29166651,640000,30
139,2940800,556800,15.72725,16.29433012,640000,30
140,2940800,557600,15.84875,16.29831028,640000,30
141,2940800,558400,15.868,16.3034286525,640000,31
142,2940800,559200,15.907,16.309334755,640000,31
143,2940800,560000,16.078,16.315743925,640000,32
144,2940800,560800,16.15425,16.32249546,640000,32
145,2940800,561600,16.1275,16.3298578275,640000,33
146,2940800,562400,16.00875,16.3362984625,640000,33
147,2940800,563200,15.93425,16.3405227675,640000,33
148,2940800,564000,15.89175,16.3415708525,640000,34
149,2940800,564800,15.874,16.340127945,640000,34
150,2940800,565600,15.77025,16.3375139225,640000,35
151,2940800,566400,15.63625,16.3340749725,640000,35
152,2940800,567200,15.55125,16.3300299675,640000,35
153,2940800,568000,15.57425,16.3232865325,640000,36
154,2940800,568800,15.57975,16.3142094625,640000,36
155,2940800,569600,15.49775,16.2991361625,640000,37
156,2940800,570400,15.36075,16.280790805,640000,37
157,2940800,571200,15.17675,16.255616185,640000,38
158,2940800,572000,15.2553333333333,16.23304939,480000,38
159,2940000,555200,15.0215,16.3067383775,640000,29
160,2940000,556000,15.261,16.3043665875,640000,30
161,2940000,556800,15.6035,16.304137705,640000,30
162,2940000,557600,15.7695,16.3057575225,640000,30
163,2940000,558400,15.74625,16.309064865,640000,31
164,2940000,559200,15.7765,16.3136324875,640000,31
165,2940000,560000,15.8335,16.319143295,640000,32
166,2940000,560800,15.90575,16.325363635,640000,32
167,2940000,561600,15.884,16.33260107,640000,33
168,2940000,562400,15.7235,16.3389449125,640000,33
169,2940000,563200,15.75,16.342701435,640000,33
170,2940000,564000,15.8265,16.342884065,640000,34
171,2940000,564800,15.801,16.340025425,640000,34
172,2940000,565600,15.6435,16.335896015,640000,35
173,2940000,566400,15.55875,16.33062792,640000,35
174,2940000,567200,15.52825,16.32458067,640000,35
175,2940000,568000,15.5415,16.3150801675,640000,36
176,2940000,568800,15.569,16.303372385,640000,36
177,2940000,569600,15.66425,16.28576517,640000,37
178,2940000,570400,15.56,16.26624632,640000,37
179,2940000,571200,15.39675,16.2415375725,640000,38
180,2940000,572000,15.40125,16.219723225,640000,38
181,2940000,572800,15.519,16.1990737933333,480000,38
182,2939200,555200,14.79275,16.326116085,640000,40
183,2939200,556000,15.01775,16.319788455,640000,41
184,2939200,556800,15.42875,16.315998555,640000,41
185,2939200,557600,15.712,16.3144989025,640000,41
186,2939200,558400,15.7755,16.3151941325,640000,42
187,2939200,559200,15.80425,16.31763172,640000,42
188,2939200,560000,15.839,16.321499825,640000,43
189,2939200,560800,15.857,16.3265180575,640000,43
190,2939200,561600,15.81775,16.3330645575,640000,44
191,2939200,562400,15.591,16.3389682775,640000,44
192,2939200,563200,15.5485,16.342185495,640000,44
193,2939200,564000,15.58875,16.3416261675,640000,45
194,2939200,564800,15.636,16.3375773425,640000,45
195,2939200,565600,15.4515,16.332148075,640000,46
196,2939200,566400,15.3845,16.3253407475,640000,46
197,2939200,567200,15.40025,16.31764841,640000,46
198,2939200,568000,15.391,16.305921555,640000,47
199,2939200,568800,15.41375,16.292152405,640000,47
200,2939200,569600,15.4595,16.2726964925,640000,48
201,2939200,570400,15.487,16.252520085,640000,48
202,2939200,571200,15.34975,16.2286009775,640000,49
203,2939200,572000,15.2165,16.20867586,640000,49
204,2939200,572800,15.25825,16.189875125,640000,49
205,2939200,573600,15.36,16.17846107,160000,50
206,2938400,555200,14.60075,16.3525657675,640000,40
207,2938400,556000,14.77875,16.341070175,640000,41
208,2938400,556800,15.2465,16.3323898325,640000,41
209,2938400,557600,15.66375,16.3264007575,640000,41
210,2938400,558400,15.8235,16.32314682,640000,42
211,2938400,559200,15.84975,16.3222074525,640000,42
212,2938400,560000,15.8455,16.32333231,640000,43
213,2938400,560800,15.88725,16.326217175,640000,43
214,2938400,561600,15.81475,16.3313932425,640000,44
215,2938400,562400,15.72675,16.3364992125,640000,44
216,2938400,563200,15.69025,16.3391184775,640000,44
217,2938400,564000,15.68175,16.33789778,640000,45
218,2938400,564800,15.66675,16.332733155,640000,45
219,2938400,565600,15.48975,16.3260021225,640000,46
220,2938400,566400,15.383,16.31767273,640000,46
221,2938400,567200,15.40125,16.308412075,640000,46
222,2938400,568000,15.343,16.2945952425,640000,47
223,2938400,568800,15.32875,16.27893591,640000,47
224,2938400,569600,15.3695,16.25786829,640000,48
225,2938400,570400,15.39775,16.2372489,640000,48
226,2938400,571200,15.24725,16.2143349625,640000,49
227,2938400,572000,15.155,16.196513655,640000,49
228,2938400,572800,15.0935,16.1805467625,640000,49
229,2938400,573600,15.2305,16.1708960525,640000,50
230,2937600,555200,14.41525,16.3778481475,640000,40
231,2937600,556000,14.64775,16.3615336425,640000,41
232,2937600,556800,15.1095,16.348106385,640000,41
233,2937600,557600,15.48925,16.3376097675,640000,41
234,2937600,558400,15.7425,16.330257415,640000,42
235,2937600,559200,15.784,16.3257136325,640000,42
236,2937600,560000,15.76975,16.3238296525,640000,43
237,2937600,560800,15.8205,16.32431698,640000,43
238,2937600,561600,15.78275,16.327920915,640000,44
239,2937600,562400,15.78825,16.332205295,640000,44
240,2937600,563200,15.9405,16.33443403,640000,44
241,2937600,564000,15.84925,16.33288288,640000,57
242,2937600,564800,15.734,16.327037335,640000,57
243,2937600,565600,15.59125,16.3193869575,640000,58
244,2937600,566400,15.4815,16.3099670425,640000,58
245,2937600,567200,15.50725,16.299639225,640000,58
246,2937600,568000,15.41425,16.2844347925,640000,59
247,2937600,568800,15.3525,16.2675466525,640000,59
248,2937600,569600,15.375,16.245475295,640000,60
249,2937600,570400,15.39175,16.22466421,640000,60
250,2937600,571200,15.3,16.202611445,640000,61
251,2937600,572000,15.30375,16.1864833825,640000,61
252,2937600,572800,15.21125,16.17277384,640000,61
253,2937600,573600,15.23275,16.1651721,640000,62
254,2937600,574400,15.336,16.1618264533333,480000,62
255,2936800,555200,14.29325,16.40391302,640000,52
256,2936800,556000,14.60825,16.3826112775,640000,53
257,2936800,556800,15.07525,16.364083765,640000,53
258,2936800,557600,15.44625,16.3485960975,640000,53
259,2936800,558400,15.59525,16.3365845675,640000,54
260,2936800,559200,15.683,16.3278579675,640000,54
261,2936800,560000,15.67925,16.3224153525,640000,55
262,2936800,560800,15.696,16.320026875,640000,55
263,2936800,561600,15.65475,16.3217725775,640000,56
264,2936800,562400,15.60925,16.325205325,640000,56
265,2936800,563200,15.80475,16.3272719375,640000,56
266,2936800,564000,15.77175,16.325706005,640000,57
267,2936800,564800,15.649,16.31953001,640000,57
268,2936800,565600,15.52925,16.311201095,640000,58
269,2936800,566400,15.442,16.3009181,640000,58
270,2936800,567200,15.498,16.2898159025,640000,58
271,2936800,568000,15.4785,16.2736692425,640000,59
272,2936800,568800,15.407,16.2559900275,640000,59
273,2936800,569600,15.5325,16.2333545675,640000,60
274,2936800,570400,15.5115,16.2125964175,640000,60
275,2936800,571200,15.43275,16.19147825,640000,61
276,2936800,572000,15.288,16.17698145,640000,61
277,2936800,572800,15.27825,16.16538,640000,61
278,2936800,573600,15.2905,16.1596336375,640000,62
279,2936800,574400,15.2715,16.1585559825,640000,62
280,2936800,575200,15.2675,16.160674095,320000,63
281,2936000,555200,14.30075,16.4218297,640000,52
282,2936000,556000,14.56225,16.3970007925,640000,53
283,2936000,556800,15.07825,16.3746986375,640000,53
284,2936000,557600,15.42975,16.355395795,640000,53
285,2936000,558400,15.49675,16.3397235875,640000,54
286,2936000,559200,15.58375,16.327632905,640000,54
287,2936000,560000,15.627,16.3192629825,640000,55
288,2936000,560800,15.6145,16.314460755,640000,55
289,2936000,561600,15.633,16.3146452925,640000,56
290,2936000,562400,15.458,16.31742668,640000,56
291,2936000,563200,15.515,16.3195405,640000,56
292,2936000,564000,15.61275,16.318221095,640000,57
293,2936000,564800,15.521,16.3121290225,640000,57
294,2936000,565600,15.4725,16.3035612125,640000,58
295,2936000,566400,15.41325,16.292863845,640000,58
296,2936000,567200,15.482,16.281478405,640000,58
297,2936000,568000,15.4505,16.2651014325,640000,59
298,2936000,568800,15.42825,16.2473301875,640000,59
299,2936000,569600,15.532,16.2248177525,640000,60
300,2936000,570400,15.577,16.204479695,640000,60
301,2936000,571200,15.441,16.18428421,640000,61
302,2936000,572000,15.2335,16.17102766,640000,61
303,2936000,572800,15.2805,16.1608910575,640000,61
304,2936000,573600,15.32175,16.15633011,640000,62
305,2936000,574400,15.24075,16.1564474125,640000,62
306,2936000,575200,15.1805,16.1608829475,640000,63
307,2935200,555200,14.42625,16.4478621475,640000,64
308,2935200,556000,14.5335,16.41805172,640000,65
309,2935200,556800,14.9915,16.3905544275,640000,65
310,2935200,557600,15.38575,16.366084575,640000,65
311,2935200,558400,15.5275,16.34549904,640000,66
312,2935200,559200,15.57775,16.3289032,640000,66
313,2935200,560000,15.59875,16.316587925,640000,67
314,2935200,560800,15.6035,16.30844879,640000,67
315,2935200,561600,15.6175,16.3062300675,640000,68
316,2935200,562400,15.489,16.3077526075,640000,68
317,2935200,563200,15.44775,16.3096327775,640000,68
318,2935200,564000,15.43825,16.30861044,640000,69
319,2935200,564800,15.50725,16.302910805,640000,69
320,2935200,565600,15.54925,16.29446411,640000,70
321,2935200,566400,15.5335,16.283671855,640000,70
322,2935200,567200,15.47275,16.272366525,640000,70
323,2935200,568000,15.43875,16.256319525,640000,71
324,2935200,568800,15.36625,16.2390332225,640000,71
325,2935200,569600,15.41775,16.2172808625,640000,72
326,2935200,570400,15.49325,16.1978087425,640000,72
327,2935200,571200,15.47325,16.1788167975,640000,73
328,2935200,572000,15.2175,16.166834355,640000,73
329,2935200,572800,15.27025,16.1580257425,640000,73
330,2935200,573600,15.375,16.154394625,640000,74
331,2935200,574400,15.17975,16.155296325,640000,74
332,2935200,575200,15.16475,16.160300255,640000,75
333,2935200,576000,15.1695,16.167384145,320000,75
334,2934400,555200,14.31975,16.4738135325,640000,64
335,2934400,556000,14.6235,16.438426495,640000,65
336,2934400,556800,15.01825,16.405394075,640000,65
337,2934400,557600,15.3815,16.3756427775,640000,65
338,2934400,558400,15.558,16.35023594,640000,66
339,2934400,559200,15.6035,16.32937193,640000,66
340,2934400,560000,15.5495,16.313441275,640000,67
341,2934400,560800,15.51125,16.3023228625,640000,67
342,2934400,561600,15.5835,16.29800749,640000,68
343,2934400,562400,15.6485,16.298486235,640000,68
344,2934400,563200,15.5745,16.30028963,640000,68
345,2934400,564000,15.50975,16.29971504,640000,69
346,2934400,564800,15.48625,16.29466343,640000,69
347,2934400,565600,15.56775,16.286643505,640000,70
348,2934400,566400,15.54175,16.27606106,640000,70
349,2934400,567200,15.4565,16.2650918975,640000,70
350,2934400,568000,15.4355,16.249680995,640000,71
351,2934400,568800,15.44375,16.233131885,640000,71
352,2934400,569600,15.398,16.212330815,640000,72
353,2934400,570400,15.49175,16.1937518125,640000,72
354,2934400,571200,15.633,16.175778865,640000,73
355,2934400,572000,15.36575,16.1647119525,640000,73
356,2934400,572800,15.28575,16.1567392375,640000,73
357,2934400,573600,15.449,16.153586865,640000,74
358,2934400,574400,15.23325,16.1547856325,640000,74
359,2934400,575200,15.07325,16.15996885,640000,75
360,2934400,576000,15.14025,16.1698913575,640000,75
361,2933600,555200,14.11975,16.4961376175,640000,64
362,2933600,556000,14.70475,16.454209805,640000,65
363,2933600,556800,15.146,16.4150381075,640000,65
364,2933600,557600,15.426,16.37976408,640000,65
365,2933600,558400,15.525,16.3496608725,640000,66
366,2933600,559200,15.52875,16.3249387725,640000,66
367,2933600,560000,15.49125,16.30602169,640000,80
368,2933600,560800,15.44575,16.2926926625,640000,80
369,2933600,561600,15.506,16.2871928225,640000,81
370,2933600,562400,15.6305,16.28749466,640000,81
371,2933600,563200,15.702,16.2899465575,640000,81
372,2933600,564000,15.5535,16.2902970325,640000,82
373,2933600,564800,15.49325,16.2863187775,640000,82
374,2933600,565600,15.5435,16.2790441525,640000,83
375,2933600,566400,15.488,16.2689294825,640000,83
376,2933600,567200,15.44525,16.2585091575,640000,83
377,2933600,568000,15.453,16.2439942375,640000,84
378,2933600,568800,15.4995,16.22841549,640000,84
379,2933600,569600,15.46975,16.2087817175,640000,85
380,2933600,570400,15.45325,16.1911964425,640000,85
381,2933600,571200,15.5825,16.174200535,640000,86
382,2933600,572000,15.365,16.1638545975,640000,86
383,2933600,572800,15.2655,16.15642023,640000,86
384,2933600,573600,15.45225,16.153469085,640000,87
385,2933600,574400,15.3015,16.1546731,640000,87
386,2933600,575200,15.126,16.1598391525,640000,88
387,2933600,576000,15.1265,16.169958115,640000,88
388,2933600,576800,15.226,16.17894173,160000,88
389,2932800,555200,14.1015,16.504357815,640000,77
390,2932800,556000,14.75075,16.4570617675,640000,78
391,2932800,556800,15.18775,16.4132299425,640000,78
392,2932800,557600,15.341,16.37416792,640000,78
393,2932800,558400,15.38925,16.3412895225,640000,79
394,2932800,559200,15.41625,16.31470537,640000,79
395,2932800,560000,15.438,16.2947654725,640000,80
396,2932800,560800,15.42375,16.2810978875,640000,80
397,2932800,561600,15.4345,16.276139735,640000,81
398,2932800,562400,15.5155,16.2775692925,640000,81
399,2932800,563200,15.5985,16.2814521775,640000,81
400,2932800,564000,15.5935,16.2830166825,640000,82
401,2932800,564800,15.43375,16.2801957125,640000,82
402,2932800,565600,15.4805,16.2736926075,640000,83
403,2932800,566400,15.51225,16.26409769,640000,83
404,2932800,567200,15.484,16.2542119025,640000,83
405,2932800,568000,15.46625,16.2405171425,640000,84
406,2932800,568800,15.431,16.22581148,640000,84
407,2932800,569600,15.4425,16.2072153075,640000,85
408,2932800,570400,15.30725,16.1904826175,640000,85
409,2932800,571200,15.3015,16.1742401125,640000,86
410,2932800,572000,15.31375,16.1643252375,640000,86
411,2932800,572800,15.305,16.1571211825,640000,86
412,2932800,573600,15.43575,16.1541724225,640000,87
413,2932800,574400,15.242,16.155246735,640000,87
414,2932800,575200,15.23875,16.1603269575,640000,88
415,2932800,576000,15.24275,16.170589445,640000,88
416,2932800,576800,15.178,16.179726605,320000,88
417,2932000,555200,14.273,16.4974699025,640000,77
418,2932000,556000,14.919,16.44520235,640000,78
419,2932000,556800,15.14525,16.39759493,640000,78
420,2932000,557600,15.23525,16.35608864,640000,78
421,2932000,558400,15.29425,16.3221774075,640000,79
422,2932000,559200,15.40175,16.2957110425,640000,79
423,2932000,560000,15.48625,16.276821135,640000,80
424,2932000,560800,15.38125,16.2648863775,640000,80
425,2932000,561600,15.31025,16.2625145925,640000,81
426,2932000,562400,15.3305,16.266720295,640000,81
427,2932000,563200,15.313,16.2731175425,640000,81
428,2932000,564000,15.44975,16.2763581275,640000,82
429,2932000,564800,15.259,16.274876595,640000,82
430,2932000,565600,15.369,16.2692084325,640000,83
431,2932000,566400,15.54875,16.2602124225,640000,83
432,2932000,567200,15.41725,16.2508964525,640000,83
433,2932000,568000,15.41125,16.23805189,640000,84
434,2932000,568800,15.36775,16.2242789275,640000,84
435,2932000,569600,15.38075,16.206834315,640000,85
436,2932000,570400,15.31725,16.191073895,640000,85
437,2932000,571200,15.22425,16.175667285,640000,86
438,2932000,572000,15.24225,16.166141035,640000,86
439,2932000,572800,15.3575,16.159103395,640000,86
440,2932000,573600,15.30575,16.15612936,640000,87
441,2932000,574400,15.1725,16.1570773125,640000,87
442,2932000,575200,15.176,16.1620931625,640000,88
443,2932000,576000,15.26825,16.1725292225,640000,88
444,2932000,576800,15.121,16.185653685,640000,88
445,2931200,555200,14.26025,16.4769644725,640000,90
446,2931200,556000,14.91475,16.421524525,640000,91
447,2931200,556800,15.08125,16.372124195,640000,91
448,2931200,557600,15.1505,16.330274105,640000,91
449,2931200,558400,15.2765,16.2974362375,640000,92
450,2931200,559200,15.394,16.2730865475,640000,92
451,2931200,560000,15.49275,16.25704336,640000,93
452,2931200,560800,15.379,16.2484140375,640000,93
453,2931200,561600,15.25025,16.24990511,640000,94
454,2931200,562400,15.33125,16.257700445,640000,94
455,2931200,563200,15.29025,16.26692152,640000,94
456,2931200,564000,15.2925,16.27177,640000,95
457,2931200,564800,15.2285,16.2713665975,640000,95
458,2931200,565600,15.2485,16.26630783,640000,96
459,2931200,566400,15.4295,16.25779772,640000,96
460,2931200,567200,15.3505,16.24892187,640000,96
461,2931200,568000,15.21125,16.2367358225,640000,97
462,2931200,568800,15.36625,16.2237358075,640000,97
463,2931200,569600,15.458,16.2073249825,640000,98
464,2931200,570400,15.3755,16.192498685,640000,98
465,2931200,571200,15.3285,16.177933695,640000,99
466,2931200,572000,15.19325,16.16879368,640000,99
467,2931200,572800,15.20175,16.1619672775,640000,99
468,2931200,573600,15.18825,16.159070015,640000,100
469,2931200,574400,15.17175,16.1600394225,640000,100
470,2931200,575200,15.16875,16.16508961,640000,101
471,2931200,576000,15.08925,16.17569113,640000,101
472,2931200,576800,15.1105,16.18917513,640000,101
473,2930400,555200,14.23975,16.44010401,640000,90
474,2930400,556000,14.813,16.3826408375,640000,91
475,2930400,556800,15.0275,16.333042145,640000,91
476,2930400,557600,15.0905,16.292809485,640000,91
477,2930400,558400,15.21575,16.2632155425,640000,92
478,2930400,559200,15.35325,16.24316454,640000,92
479,2930400,560000,15.42625,16.23202467,640000,93
480,2930400,560800,15.33375,16.2285871525,640000,93
481,2930400,561600,15.292,16.2356448175,640000,94
482,2930400,562400,15.3475,16.2482895875,640000,94
483,2930400,563200,15.44675,16.261053565,640000,94
484,2930400,564000,15.36675,16.2677173625,640000,95
485,2930400,564800,15.275,16.26834488,640000,95
486,2930400,565600,15.27775,16.26379776,640000,96
487,2930400,566400,15.3115,16.255752085,640000,96
488,2930400,567200,15.32575,16.2472925175,640000,96
489,2930400,568000,15.2595,16.2357459075,640000,97
490,2930400,568800,15.49875,16.2235727325,640000,97
491,2930400,569600,15.46775,16.2083706875,640000,98
492,2930400,570400,15.32725,16.19472456,640000,98
493,2930400,571200,15.31275,16.18129921,640000,99
494,2930400,572000,15.16675,16.172745225,640000,99
495,2930400,572800,15.1295,16.16634512,640000,99
496,2930400,573600,15.1945,16.1637330075,640000,100
497,2930400,574400,15.3135,16.164946555,640000,100
498,2930400,575200,15.28975,16.1701784125,640000,101
499,2930400,576000,15.07375,16.180980205,640000,101
500,2930400,576800,15.09625,16.1946640025,640000,101
501,2929600,555200,14.328,16.39854431,640000,103
502,2929600,556000,14.73975,16.3406281475,640000,104
503,2929600,556800,14.9955,16.2923297875,640000,104
504,2929600,557600,14.981,16.2550172825,640000,104
505,2929600,558400,15.09875,16.2296166425,640000,105
506,2929600,559200,15.198,16.214455605,640000,105
507,2929600,560000,15.3135,16.2084722525,640000,106
508,2929600,560800,15.28875,16.2102398875,640000,106
509,2929600,561600,15.26975,16.2227025,640000,107
510,2929600,562400,15.35175,16.2399716375,640000,107
511,2929600,563200,15.47825,16.2560677525,640000,107
512,2929600,564000,15.46225,16.264409545,640000,108
513,2929600,564800,15.35125,16.2659387575,640000,108
514,2929600,565600,15.4645,16.261787415,640000,109
515,2929600,566400,15.429,16.254107,640000,109
516,2929600,567200,15.37825,16.24597502,640000,109
517,2929600,568000,15.476,16.234957695,640000,110
518,2929600,568800,15.5625,16.22351837,640000,110
519,2929600,569600,15.48925,16.2094564425,640000,111
520,2929600,570400,15.2855,16.1969814325,640000,111
521,2929600,571200,15.36525,16.18475294,640000,112
522,2929600,572000,15.31125,16.1768875125,640000,112
523,2929600,572800,15.29,16.1710724825,640000,112
524,2929600,573600,15.33075,16.16890049,640000,113
525,2929600,574400,15.29775,16.1705203075,640000,113
526,2929600,575200,15.0975,16.17601919,640000,114
527,2929600,576000,14.89825,16.186975,640000,114
528,2929600,576800,14.89275,16.200587275,640000,114
529,2928800,555200,14.36975,16.3467369075,640000,103
530,2928800,556000,14.672,16.2896471025,640000,104
531,2928800,556800,14.848,16.2441544525,640000,104
532,2928800,557600,14.8115,16.211206915,640000,104
533,2928800,558400,14.8795,16.19115734,640000,105
534,2928800,559200,15.03375,16.18172264,640000,105
535,2928800,560000,15.17375,16.1814351075,640000,106
536,2928800,560800,15.22275,16.18877554,640000,106
537,2928800,561600,15.1295,16.20708847,640000,107
538,2928800,562400,15.21625,16.2294960025,640000,107
539,2928800,563200,15.37675,16.2494888325,640000,107
540,2928800,564000,15.4465,16.259972095,640000,108
541,2928800,564800,15.4095,16.262811185,640000,108
542,2928800,565600,15.557,16.2592759125,640000,109
543,2928800,566400,15.51325,16.2520990375,640000,109
544,2928800,567200,15.35375,16.24444914,640000,109
545,2928800,568000,15.484,16.2341876025,640000,110
546,2928800,568800,15.6505,16.223711015,640000,110
547,2928800,569600,15.3975,16.2110481275,640000,111
548,2928800,570400,15.20525,16.199943065,640000,111
549,2928800,571200,15.40175,16.189079285,640000,112
550,2928800,572000,15.32725,16.181997775,640000,112
