NA,NA,2,NA,NA,4,5,NA,NA,7,8,9,NA,11,12,13,NA,16,17,NA
2,NA,4,5,NA,7,8,9,NA,11,12,13,NA,15,16,17,NA,19,20,NA
4,5,7,8,9,11,12,13,NA,15,16,17,NA,18,19,20,NA,NA,NA,NA
3,4,6,7,8,10,11,12,13,14,15,16,17,NA,18,19,20,NA,NA,NA
NA,3,NA,6,7,NA,10,11,12,NA,14,15,16,NA,NA,18,19,NA,NA,NA
NA,1,NA,3,4,NA,6,7,8,NA,10,11,12,NA,14,15,16,NA,18,19
NA,NA,NA,1,2,NA,3,4,5,NA,6,7,8,NA,10,11,12,14,15,16
NA,NA,1,2,NA,3,4,5,NA,6,7,8,9,10,11,12,13,15,16,17
