S5A,S5AS,G300,G301,S362,ACME1,ACME2,G251,G310,G338,S6,G94C,G94B,G94A,S10E,S10D,S10C,S10A,S39
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,3.07,0,0,,0,0,0,0,0,0,0,0
,,0,0,33.49,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,122.25,,0,0.84,0,0,,0,0,0,0,0,0,0,0
,,0,0,98.99,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-0.03
,,0,0,0,,0,18.05,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,68.6,0,0,,0,0,0,0,0,0,0,0
,,0,0,1.05,,0,30.44,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,47.6,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,65.95,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,377.52,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,512.93,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,385.25,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,421.39,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,581.56,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,-3.62,492.55,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,135.81,,-3.62,0,10.15,0,,0,0,0,0,0,0,0,0
,,0,0,252,,0,0,9.89,0,,0,0,0,0,0,0,0,0
,,0,0,345.11,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,148.92,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,150.74,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,97.22,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,-0.77,314.43,,0,0,0,-0.2,,0,0,0,0,0,0,0,0
,,0,0,281.8,,-0.77,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,237.35,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,33.92,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,10.43,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,264.63,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,290,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,255.21,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,236.13,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,363.99,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,341.97,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,246.27,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,234.21,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,342.47,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,270.8,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,365.12,,0,0,487.19,0,,0,0,0,0,0,0,0,0
,,0,0,358.76,,0,0,431.67,-0.14,,0,0,0,0,0,0,0,0
,,0,0,316.45,,0,0,671.64,0,,0,0,0,0,0,0,0,0
,,-378.09,0,333.87,,0,0,1136.04,0,,0,0,0,0,0,0,0,0
,,-106.68,0,331.31,,0,0,368.35,0,,0,0,0,0,0,0,0,0
,,-41.42,0,471.02,,0,0,110.19,0,,0,0,0,0,0,0,0,0
,,-37.17,0,559.56,,0,0,286.94,0,,0,0,0,0,0,0,0,0
,,-93.85,0,387.44,,0,0,187.35,0,,0,0,0,0,0,0,0,0
,,-260.84,0,191.82,,0,0,186.18,0,,0,0,0,0,0,0,0,0
,,-235.79,0,0,,0,0,184.85,0,,0,0,0,0,0,0,0,0
,,-265.22,0,64.08,,0,0,35.26,0,,0,0,0,0,0,0,0,0
,,-223.53,0,187.04,,0,0,28.51,0,,0,0,0,0,0,0,0,0
,,-323.86,0,410.52,,0,0,275.09,0,,0,0,0,0,0,0,0,0
,,-277.71,0,345.17,,0,0,221.47,0,,0,0,0,0,0,0,0,0
,,-280.25,0,235.02,,0,0,51.26,0,,0,0,0,0,0,0,0,0
,,-285.13,0,186.28,,0,0,118.82,0,,0,0,0,0,0,0,0,0
,,-291.11,0,174.17,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-285.73,0,170.86,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-103.57,0,210.73,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,441.36,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,443.34,,0,0,0,-0.05,,0,0,0,0,0,0,0,0
,,0,0,214.27,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,246.63,,0,0,0,-0.33,,0,0,0,0,0,0,0,0
,,0,0,246.13,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,230.45,,0,0,59.25,0,,0,0,0,0,0,0,0,0
,,0,0,383.7,,0,0,1137.61,0,,0,0,0,0,0,0,0,0
,,0,0,568.49,,0,0,1263.34,0,,0,0,0,0,0,0,0,0
,,0,0,346.83,,0,0,659.07,0,,0,0,0,0,0,0,0,0
,,0,0,195.51,,0,0,351.26,0,,0,0,0,0,0,0,0,0
,,0,0,150.71,,0,0,181.61,0,,0,0,0,0,0,0,0,0
,,0,0,129.81,,0,0,122.77,0,,0,0,0,0,0,0,0,0
,,0,0,120.01,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,119.6,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,89.65,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,109.49,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,87.41,,0,5.67,0,0,,0,0,0,0,0,0,0,0
,,0,0,10.1,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,120.96,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,121.74,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,61.95,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,21.38,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,157.23,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,189.71,,0,0,50.31,-0.07,,0,0,0,0,0,0,0,0
,,0,0,106.41,,0,0,1141.64,0,,0,0,0,0,0,0,0,0
,,0,0,85.41,,0,0,470.22,0,,0,0,0,0,0,0,0,0
,,0,0,197.99,,0,0,786.88,0,,0,0,0,0,0,0,0,0
,,0,0,383.93,,0,0,898.84,0,,0,0,0,0,0,0,0,0
,,0,0,436.64,,0,0,1151.13,0,,0,0,0,0,0,0,0,0
,,0,0,334.74,,0,1.68,634.85,0,,0,0,0,0,0,0,0,0
,,0,0,320.75,,0,0,526.21,0,,0,0,0,0,0,0,0,0
,,0,0,521.73,,0,0,775.47,0,,0,0,0,0,0,0,0,0
,,0,0,564.48,,0,0,1369.14,0,,0,0,0,0,0,0,0,0
,,0,0,561.48,,0,0,1331.37,0,,0,0,0,0,0,0,0,0
,,0,0,556.73,,0,0,1487.18,0,,0,0,0,0,0,0,0,0
,,0,0,514.68,,0,0,1369.37,0,,0,0,0,0,0,0,0,0
,,0,0,567.52,,0,0,1360.69,0,,0,0,0,0,0,0,0,0
,,0,0,570.03,,0,0,396.47,0,,0,0,0,0,0,0,0,0
,,0,0,566.26,,0,0,171.77,0,,0,0,0,0,0,0,0,0
,,0,0,478.8,,0,0,446.5,0,,0,0,0,0,0,0,0,0
,,0,0,403.69,,0,0,714.7,0,,0,0,0,0,0,0,0,0
,,0,0,556.16,,0,0,1460.88,0,,0,0,0,0,0,0,0,0
,,0,0,716.02,,0,0,1887.09,0,,0,0,0,0,0,0,0,0
,,0,0,856.52,,0,0,1685.27,0,,0,0,0,0,-629,0,0,0
,,0,0,952.89,,0,0,1616.08,0,,0,0,0,0,-923,0,0,0
,,0,0,931.46,,0,0,1597.37,0,,0,0,0,0,-937,0,0,0
,,0,0,555.44,,0,0,578.23,0,,0,0,0,0,-936,0,0,0
,,-370.31,0,406.5,,0,0,681.73,0,,0,0,0,0,-942,0,0,0
,,-255.34,0,296.31,,0,0,707.66,0,,0,0,0,0,-961,0,0,0
,,-194.35,0,267.57,,0,0,330.7,0,,0,0,0,0,-960,0,0,0
,,-325.81,0,228.86,,0,0,58.56,0,,0,0,0,0,-954,0,0,0
,,-278.83,0,163.68,,0,0,55.33,0,,0,0,0,0,-702,0,0,0
,,-236.65,0,152.56,,0,0,0,0,,0,0,0,0,-476,0,0,0
,,-306.65,0,293.95,,0,0,0,0,,0,0,0,0,-473,0,0,0
,,-317.75,0,80.3,,0,0,0,0,,0,0,0,0,-470,0,0,0
,,-291.82,0,95.12,,0,0,0,0,,0,0,0,0,-466,0,0,0
,,-355.4,0,374.89,,0,0,0,0,,0,0,0,0,-465,0,0,0
,,-362.59,0,562.66,,0,0,0,0,,0,0,0,0,-164,0,0,0
,,-141.61,0,403.05,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,489.83,,0,0,81.76,0,,0,0,0,0,0,0,0,0
,,0,0,506.74,,0,0,1464.41,0,,0,0,0,0,0,0,0,0
,,0,0,441.39,,0,0,1064.2,0,,0,0,0,0,0,0,0,0
,,-546.92,0,415.95,,0,0,1039.95,0,,0,0,0,0,0,0,0,0
,,-365.94,0,215.75,,0,0,536.53,0,,0,0,0,0,0,0,0,0
,,-282.65,0,319.4,,0,0,678.8,0,,0,0,0,0,0,0,0,0
,,-250.99,0,366.33,,0,0,484.12,0,,0,0,0,0,0,0,0,0
,,-371.62,0,389.72,,0,0,744.5,0,,0,0,0,0,0,0,0,0
,,-274.16,0,350.79,,0,0,337.13,0,,0,0,0,0,0,0,0,0
,,-318.77,0,385.93,,0,0,172.49,0,,0,0,0,0,0,0,0,0
,,-127.93,0,501.79,,0,0,327.58,-3.78,,0,0,0,0,0,0,0,0
,,0,0,553.94,,0,0,757.86,0,,0,0,0,0,0,0,0,0
,,-509.49,0,463.3,,0,0,205.36,0,,0,0,0,0,0,0,0,0
,,-343.17,0,365.73,,0,0,252.98,0,,0,0,0,0,0,0,0,0
,,-407.29,0,166.54,,0,0,381.6,0,,0,0,0,0,0,0,0,0
,,-408.43,0,141.15,,0,0,244.49,0,,0,0,0,0,0,0,0,0
,,-421.21,0,67.93,,0,0,153.98,0,,0,0,0,0,0,0,0,0
,,-456.47,0,47.28,,0,0,60.72,0,,0,0,0,0,0,0,0,0
,,-445.68,0,158.09,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-786.65,0,92.38,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-893.04,0,84.84,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-878.01,0,51.58,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-625.76,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-753.92,0,56.62,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-649.63,0,204.13,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-832.85,0,150.21,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-927.82,0,217.08,,0,0,0,-0.06,,0,0,0,0,0,0,0,0
,,-828.22,0,84.46,,0,0,32.36,0,,0,0,0,0,0,0,0,0
,,-777.34,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-796.04,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-361.09,0,0,,0,0,42.81,0,,0,0,0,0,0,0,0,0
,,0,0,46.24,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,37.14,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-0.08,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,70.65,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,221.35,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,119.14,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,46.29,,0,0,85.17,0,,0,0,0,0,0,0,0,0
,,0,0,238.99,,0,0,516.85,0,,0,0,0,0,0,0,0,0
,,0,0,323.26,,0,0,176.84,0,,0,0,0,0,0,0,0,0
,,0,0,321.41,,0,0,52.95,0,,0,0,0,0,0,0,0,0
,,0,0,161.9,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,124.2,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,123.84,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,78.31,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0.58,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-0.26,,-90.41,0,-71.47,0,0,0,0,0
,,0,0,0,,0,0,0,0,,-43.13,0,-28.9,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-78.26
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-46.72
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0.26,,0,0,0,-0.4,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-37.21
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,16.11,0,,0,0,-63.17,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-90.62,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-25.46,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-15.78
,,0,0,75.52,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,125.86,,0,1.32,0,0,,0,0,0,0,0,0,0,0
,,0,0,177.78,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,1.79,,0,0,5.21,0,,0,0,0,0,0,0,0,0
,,0,0,55.89,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,38.97,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,-3.21,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,-3.21,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,387.24,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,576.64,,0,0,970.76,0,,0,0,0,0,0,0,0,0
,,0,0,570.37,,0,0,1953.75,0,,0,0,0,0,0,-269,-288,0
,,0,-547.98,549.12,,0,0,2000.44,0,,0,0,0,0,-1480,-851,-887,0
,,0,-526.25,543.37,,-547.98,0,1010.73,0,,0,0,0,0,-1455,-824,-851,0
,,0,-456.69,539.25,,-526.25,0,402.1,0,,0,0,0,0,-1432,-809,-832,0
,,0,-403.26,552.76,,-456.69,0,144.35,-0.04,,0,0,0,0,-1270,-798,-822,0
,,0,-400.12,310.58,,-403.26,0,0,0,,0,0,0,0,-1128,-782,-806,0
,,0,-463.56,0,,-400.12,0,0,0,,0,0,0,0,-840,-632,-657,0
,,0,-611.51,153.44,,-463.56,0,5.63,0,,-1.14,-2.83,-1.3,0,-232,-240,-259,0
,,0,-571.67,125.8,,-611.51,0,0,0,,0,0,0,0,0,0,0,0
,,0,-478.66,125.52,,-571.67,0,0,0,,0,0,0,0,0,0,0,0
,,0,-583.92,125.37,,-478.66,0,0,0,,0,0,0,0,0,0,0,0
,,0,-506.25,125.23,,-583.92,0,0,0,,0,0,0,0,0,0,0,0
,,0,-409.77,125.32,,-506.25,0,0,0,,0,0,0,0,0,0,0,0
,,0,-441.5,223.87,,-409.77,0,41.94,0,,0,0,0,0,0,0,0,0
,,0,-481.37,253.06,,-441.5,0,178.95,0,,0,0,0,0,0,0,0,0
,,0,-475.3,246.25,,-481.37,0,84.89,0,,0,0,0,0,0,0,0,0
,,0,-460.4,124.61,,-475.3,0,0,0,,0,0,0,0,0,0,0,0
,,0,-502.33,31.63,,-460.4,0,0,0,,0,0,0,0,0,0,0,0
,,0,-516.32,0,,-502.33,0,0,0,,0,0,0,0,0,0,0,0
,,-0.04,-493.27,191.89,,-516.32,0,0,0,,0,0,0,0,0,0,0,0
,,0,-400.69,145.49,,-493.27,0,22.91,0,,0,0,0,0,0,0,0,0
,,0,-387.24,579.28,,-400.69,0,758.49,0,,0,0,0,0,0,0,0,0
,,0,-421.49,578.15,,-387.24,0,256.02,0,,0,0,0,0,0,0,0,0
,,0,-529.62,577.62,,-421.49,0,798.34,0,,0,0,0,0,0,0,0,0
,,0,-597.28,577.68,,-529.62,0,498.08,-0.08,,0,0,0,0,0,0,0,0
,,0,-521.28,329.47,,-597.28,0,94.32,0,,0,0,0,0,-208,-108,0,0
,,0,-196.12,415.05,,-521.28,1.51,90.2,0,,0,0,0,0,-427,-222,0,0
,,0,-575.15,446.67,,-196.12,1.05,1222.58,0,,0,0,0,0,-422,-220,0,0
,,0,-709.91,229.59,,-575.15,0,799.25,0,,0,0,0,0,-421,-219,0,0
,,0,-603.65,218.7,,-709.91,0,187.11,0,,0,0,0,0,-414,-218,0,0
,,0,-538.59,154.41,,-603.65,0,188.24,0,,0,0,0,0,-410,-218,0,0
,,0,-531.95,179.89,,-538.59,0,188.33,0,,0,0,0,0,-408,-216,0,0
,,0,-510.38,158.18,,-531.95,0,52.6,0,,0,0,0,0,-405,-209,0,0
,,0,-589.56,189.54,,-510.38,0,0,0,,0,0,0,0,-399,-206,0,0
,,0,-532.15,152.05,,-589.56,0,0,0,,0,0,0,0,-398,-206,0,0
,,0,-548.87,145.35,,-532.15,0,0,0,,0,0,0,0,-392,-204,0,0
,,0,-559.76,159.71,,-548.87,0,0,0,,0,0,0,0,-389,-201,0,0
,,0,-357.82,442.03,,-559.76,0,38.02,0,,0,0,0,0,-400,-206,0,0
,,0,0,569.8,,-357.82,0,521.73,-0.14,,0,0,0,0,-408,-212,0,0
,,0,0,571.69,,0,0.15,708.52,0,,0,0,0,0,-411,-213,0,0
,,0,-1025.4,571.28,,0,0,141.06,0,,0,0,0,0,-407,-211,0,0
,,-0.61,-674.13,277.58,,-1025.4,0,65.83,0,,0,0,0,0,-402,-209,0,0
,,0,-637.67,165.95,,-674.13,0,0,0,,0,0,0,0,-397,-207,0,0
,,0,-635.66,87.12,,-637.67,0,0,0,,0,0,0,0,-392,-204,0,0
,,0,-621.92,139.13,,-635.66,0,0,0,,0,0,0,0,-388,-202,0,0
,,0,-593.7,175.33,,-621.92,0,0,0,,0,0,0,0,-382,-200,0,0
,,0,-605.97,222.48,,-593.7,0,0,0,,0,0,0,0,-165,-88,0,0
,,0,-621.8,337.94,,-605.97,0,0,0,,0,0,0,0,0,0,0,0
,,0,-627.9,284,,-621.8,0,0,0,,0,0,0,0,0,0,0,0
,,0,-628.37,177.48,,-627.9,0,0,0,,0,0,0,0,0,0,0,0
,,0,-696.23,82.4,,-628.37,0,0,0,,0,0,0,0,0,0,0,0
,,0,-668.42,136.27,,-696.23,0,0,0,,0,0,0,0,0,0,0,0
,,0,-860.35,651.47,,-668.42,0,759.43,0,,0,0,0,0,0,0,0,0
,,0,0,1543.67,,-860.35,0,197.34,0,,0,0,0,0,0,0,0,0
,,0,-529.1,972.69,,0,0,104.28,-0.3,,0,0,0,0,-376,-290,-204,0
,,0,-538.23,295.8,,-529.1,0,57.29,0,,0,0,0,0,-484,-418,-425,0
,,0,-474.96,250.67,,-538.23,0,0,0,,0,0,0,0,-400,-408,-415.5,0
,,0,-400.69,123.31,,-474.96,0,0,0,,0,0,0,0,-389,-397,-406,0
,,0,-450.42,78.14,,-400.69,0,0,0,,0,0,0,0,-382,-391,-400,0
,,0,-421.76,181.47,,-450.42,0,0,0,,0,0,0,0,-373,-383,-394,0
,,0,-483.57,239.19,,-421.76,0,0,0,,0,0,0,0,-365,-361,-388,0
,,0,-777.98,244.1,,-483.57,0,0,0,,0,0,0,0,-244,-234,-265,0
,,0,-869.43,170.89,,-777.98,0,0,0,,0,0,0,0,-190,-188,-199,0
,,0,-688.92,85.22,,-869.43,0,0,0,,0,0,0,0,-73,-76,-83,0
,,0,-134.91,0,,-688.92,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,-134.91,0,0,0,,0,0,0,0,0,0,0,0
,,0,-145.82,21.1,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-0.07,-400.27,0,,-145.82,0,0,0,,0,0,0,0,0,0,0,0
,,0,-345.36,14.26,,-400.27,0,0,0,,0,0,0,0,0,0,0,0
,,0,-161.54,74.25,,-345.36,0,0,0,,0,0,0,0,0,0,0,0
,,0,-98.27,0,,-161.54,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,-98.27,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,18.7,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-61.94,,0,0,-79.7,0,0,0,0,0
,,0,0,0,,0,0,0,-140.43,,0,0,-114.62,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-31.17,0,0,0,0,0
,,0,0,18.43,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-93.65,0,0,0,0,-4.82
,,0,0,0,,0,0,0,0,,0,0,-132.51,0,0,0,0,-71.22
,,0,0,0,,0,0,0,0,,0,0,-41,0,0,0,0,-64.33
,,0,0,17.2,,0,0,0,0,,0,0,0,0,0,0,0,-30.42
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-49.81
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-80.18
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-99.35
,,-0.03,0,14.19,,0,0,0,0,,0,0,0,0,0,0,0,-89.67
,,0,-0.22,0,,0,0,0,0,,0,0,0,0,0,0,0,-102.4
,,0,0,0,,-0.22,0,0,0,,0,0,0,0,0,0,0,-58.35
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-36.29
,,0,0,0,,0,0,0,0,,0,0,-97.29,0,0,0,0,-55.97
,,0,0,17.3,,0,0,0,-96.3,,0,0,-138.88,0,0,0,0,-114.96
,,0,0,0,,0,0,0,-9.61,,0,0,-43.82,0,0,0,0,-74.37
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-41.76
,,0,0,11.26,,0,0,0,0,,0,0,0,0,0,0,0,-32.27
,,0,0,54.92,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-7.46,,0,0,0,0,0,0,0,0
,,0,0,61.76,,0,0,0,-61.12,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-63.49,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,19.29,,0,0,29.49,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,5.87,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,47.05,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,82.07,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,2.72,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-0.49,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,12.27,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,20.25,,0,0,28.52,0,,0,0,0,0,0,0,0,0
