S5A,S5AS,G300,G301,S362,ACME1,ACME2,G251,G310,G338,S6,G94C,G94B,G94A,S10E,S10D,S10C,S10A,S39
,,0,0,0,0,0,0,184.73,0,,-125.23,0,0,0,0,0,0,0
,,0,0,0,0,0,0,184.91,0,,-125.53,0,0,0,0,0,0,0
,,0,0,0,0,0,0,131.21,0,,-127.26,0,0,0,0,0,0,-44.15
,,0,0,0,0,0,0,92.16,-0.87,,-129.36,0,0,0,0,0,0,-5.4
,,0,0,0,0,0,0,91.49,0,,-126.17,0,-90.33,0,0,0,0,-47.74
,,-0.04,0,0,0,0,140.33,148.92,0,,-112.9,0,-148.19,0,0,0,0,-21.18
,,0,0,0,0,0,220.22,185.45,-0.11,,-104.94,0,-148.08,0,0,0,0,-64.82
,,0,0,0,0,0,216.7,180.92,0,,-101.22,0,-148.01,0,0,0,0,-18.52
,,0,0,0,0,0,210.96,181.26,0,,-96.97,0,-147.92,0,0,0,0,0
,,0,0,0,0,0,74.89,311.15,0,,-90.03,0,-147.64,0,0,0,0,0
,,0,0,0,0,0,0,171.17,0,,-76.04,0,-53.93,0,0,0,0,-54.3
,,0,0,0,0,0,0,333.22,0,,-86.12,0,0,0,0,0,0,-15.9
,,0,0,0,0,0,4.46,128.45,0,,-93.92,0,0,0,0,0,0,0
,,0,0,0,0,0,29.9,101.86,0,,-36.18,0,0,0,0,0,0,0
,,0,0,0,0,0,138.3,176.95,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,179.76,175.17,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,209.01,175.38,0,,-84.25,0,0,0,0,0,0,0
,,0,-0.19,0,0,0,175.95,588.83,0,,-137.91,0,-94.27,0,0,0,0,0
,,0,0,0,0,0,0,491.64,-1.43,,-119.09,0,-58.24,0,0,0,0,0
,,0,-19.15,0,0,0,49,439.31,0,,-111.96,0,0,0,0,0,0,0
,,0,0,0,0,0,40.71,335.02,0,,-122,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,-120.44,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,-106.79,0,0,0,0,0,0,0
,,0,0,0,0,0,87.94,54.08,0,,-102.85,0,-0.52,0,0,0,0,0
,,0,0,0,0,0,49.85,52.68,0,,-94.68,0,0,0,0,0,0,0
,,-0.12,0,0,0,0,0,43.81,0,,-106.43,0,0,0,0,0,0,0
,,0,0,0,0,0,0,83.66,0,,-114.18,0,0,0,0,0,0,0
,,0,0,0,0,0,33.06,62.72,0,,-108.71,0,0,0,0,0,0,0
,,0,0,0,0,0,34.8,0,0,,-106.9,0,-93.92,0,0,0,0,0
,,0,0,0,0,0,34.04,0,0,,-103.99,0,-147.65,0,0,0,0,0
,,0,0,0,0,0,39.4,0,0,,-65.78,0,-53.79,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,-83.16,0,0,0,0,0,0,-7.81
,,0,0,0,0,0,0,25.17,0,,-123.44,0,0,0,0,0,0,-50.15
,,0,0,0,0,0,0,0.67,0,,-119.27,0,-92.38,0,0,0,0,-18.46
,,0,0,0,0,0,0,0,0,,-107.43,0,-146.71,0,0,0,0,-51.7
,,0,0,0,0,0,0,0,0,,-110.15,0,-149.39,0,0,0,0,-1.44
,,0,0,0,0,0,0,0,0,,-98.95,0,-173.03,0,0,0,0,0
,,0,-0.01,0,0,0,0,0,0,,-91.82,0,-150.3,0,0,0,0,0
,,0,-0.11,0,0,0,0,0,0,,-92.19,0,-103.01,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,-86.41,0,-87.42,0,0,0,0,-35.52
,,0,0,38.71,0,0,0,0,0,,-86.29,0,-86.38,0,0,0,0,-125.55
,,0,0,66.8,0,0,0,1.52,-0.32,,-73.49,0,-86.64,0,0,0,0,-126.02
,,0,0,0,0,0,0,0,0,,-53.29,0,-86.54,0,0,0,0,-126.57
,,0,0,0,0,0,0,0,0,,-30.03,0,-86.35,0,0,0,0,-125.8
,,-0.1,0,0,0,0,0,0,0,,-47.21,0,-86.28,0,0,0,0,-2.66
,,0,0,0,0,0,0,0,0,,-59.8,0,-86.17,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,-64.26,0,-86.1,0,0,0,0,-94.63
,,0,0,0,0,0,0,0,0,,-65.99,0,-85.89,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,-58.48,0,-85.14,0,0,0,0,-45.77
,,0,0,0,0,0,0,0,0,,-23.18,0,-121.03,0,0,0,0,-42.85
,,0,0,0,0,0,0,0,0,,0,0,-143.46,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,-143.31,0,0,0,0,-82.19
,,0,0,0,0,0,0,0,0,,0,0,-143.01,0,0,0,0,-98.25
,,0,0,0,0,0,0,0,0,,0,0,-142.81,0,0,0,0,-22.12
,,0,0,0,0,0,0,115.89,0,,0,0,-56.56,0,0,0,0,-124.38
,,0,0,57.31,0,0,189.78,184.87,0,,0,0,0,0,0,0,0,-33.64
,,0,0,0,0,0,252.05,67.04,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,277.06,134.63,0,,0,0,0,0,0,0,0,0
,,0,0,21.39,0,0,305.91,603.16,0,,0,0,0,0,0,0,0,-80.2
,,0,-0.66,0,0,0,232.36,659.47,0,,-39.87,-87.66,0,0,0,0,0,-258.88
,,0,0,0,0,0,99.15,230.65,0,,-80.85,-61.21,0,0,0,0,0,-239.32
,,0,0,0,0,0,271.32,2.27,0,,-20.43,0,0,0,0,0,0,-121
,,0,-0.39,0,0,0,283.55,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,353.49,171.23,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,317,89.7,0,,0,0,0,0,0,0,0,-87.68
,,0,0,0,0,0,268.56,0,0,,0,-0.38,0,0,0,0,0,-39.27
,,0,0,0,0,0,211.31,0,0,,0,0,0,0,0,0,0,-33.84
,,0,0,0,0,0,291.14,19.65,0,,0,0,0,0,0,0,0,0
,,702,987.46,0,80.42,74.87,358.81,539.35,0,,0,0,0,0,0,0,0,0
,,424.11,1041.6,0,81.93,72.5,309.63,554.19,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,353.08,177.43,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,367.08,177.66,0,,0,0,0,0,0,0,0,0
,,-0.29,-7.26,0,58.14,53.41,361.98,256.49,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,20.72,276.7,138.22,-0.59,,0,0,0,0,0,0,0,0
,,0,0,71.03,83.31,56.03,239.21,0,0,,0,0,0,0,0,0,0,0
,,0,0,38.25,43.79,35.86,230.69,0,0,,-0.29,0,0,0,0,0,0,0
,,777.58,1017.24,43.7,96.79,71.27,316.85,34.8,0,,0,0,0,0,0,0,0,0
,,490.31,534.41,0,0,0,352.62,175.36,0,,0,0,0,0,0,0,0,0
,,115.28,177.44,0,0,0,363.44,326.18,0,,0,0,0,0,0,0,0,0
,,-0.03,0,0,0,34.08,360.78,345.14,0,,0,0,0,0,0,0,0,0
,,0,0,29.22,0,35.06,335.97,218.71,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,37.44,337.05,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,350.31,50.31,0,,0,0,0,0,0,0,0,-75.66
,,-3.57,0,0,0,0,347.2,160.33,0,,-67.76,0,0,0,0,0,0,-136.09
,,-134.31,0,0,0,0,270.87,0,0,,-75.29,0,0,0,0,0,0,-140.75
,,-129.15,0,0,0,0,200.84,0,0,,0,0,0,0,0,0,0,-140.68
,,-35.57,0,5.46,52.55,28.91,140.82,0,0,,-37.83,0,0,0,0,0,0,-297.43
,,0,0,0,0,0,96.57,0,0,,-104.62,0,0,0,0,0,0,-423.61
,,0,0,58.09,0,0,72.58,0,0,,-99.57,0,0,0,0,0,0,-423.73
,,0,0,0,0,0,25.07,0,0,,-94.05,0,0,0,0,0,0,-423.03
,,0,0,0,0,0,0,0,0,,-90.19,0,0,0,0,0,0,-422.27
,,-59.67,0,0,0,0,0,0,0,,-85.88,0,0,0,0,0,0,-421.29
,,0,0,0,0,0,0,0,0,,-85.88,0,0,0,0,0,0,-421.12
,,-50.28,0,0,0,0,0,3.3,0,,-89.55,0,0,0,0,0,0,-422.2
,,-11.11,0,5.46,0,0,0,0,0,,-83.83,0,0,0,0,0,0,-420.79
,,-41.57,0,52.43,0,0,0,0,0,,-80.93,0,0,0,0,0,0,-65.91
,,0,0,45.03,0,0,0,0,0,,-47.35,0,0,0,0,0,0,0
,,0,0,0,67.8,25.34,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,36.38,0,0,0,0,0,,-56.11,0,0,0,0,0,0,0
,,0,-0.52,0,0,0,0.1,0,0,,-77.12,-54.73,0,0,0,0,0,-52.1
,,0,0,0,75.19,47.31,0,0,0,,-81.88,-85.78,0,0,0,0,0,0
,,0,0,8.8,0,0,98.54,0,0,,-85.34,-49.62,0,0,0,0,0,0
,,0,0,0,0,0,135.6,0,0,,-85.09,-31.56,0,0,0,0,0,-117.91
,,0,0,0,0,0,0,0,0,,-84.12,-31.62,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,-81.61,-31.71,0,0,0,0,0,-11.82
,,0,0,37.3,0,0,0,0,0,,-77.66,-91.87,0,0,0,0,0,-181.59
,,0,0,0,0,0,0,0,0,,-76.48,-128.27,0,0,0,0,0,-139.66
,,-430.8,-842.74,0,0,0,0,0,0,,-70.82,-127.54,0,0,0,0,0,-91.1
,,-146.14,-980.43,48.81,0,0,0,0,0,,-20.07,-126.68,0,0,0,0,0,-54.77
,,-10.06,-46.18,3.7,0,0,0,0,0,,0,-126.74,0,0,0,0,0,-60.07
,,0,0,0,0,0,0,0,0,,0,-126.95,0,0,0,0,0,-52.06
,,0,0,0,0,0,0,0,0,,0,-126.7,0,0,0,0,0,-6.51
,,0,0,0,0,0,0,0,0,,0,-126.36,0,0,0,0,0,-142.22
,,0,0,0,0,0,0,0,0,,0,-51.55,0,0,0,0,0,-124.48
,,0,0,7.67,0,0,0,0,0,,0,0,0,0,0,0,0,-98.14
,,0,0,39.38,0,0,0,0,0,,0,0,-0.46,0,0,0,0,-174.76
,,0,0,49.2,0,0,0,0,0,,0,-0.23,0,0,0,0,0,-124.22
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-64.57
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-46.47
,,0,0,0,0,0,0,0,0,,0,0,-0.45,0,0,0,0,-59.51
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-73.54
,,0,0,0,0,0,19.73,0,0,,0,0,0,0,0,0,0,0
,,379.59,959.3,0,0,0,143.15,0,0,,0,0,0,0,0,0,0,0
,,200.44,235.05,0,0,0,171.63,157.12,0,,0,0,0,0,0,0,0,-172.47
,,0,0,0,0,0,286.14,180.06,0,,0,0,0,0,0,0,0,-259.17
,,0,0,0,0,0,292.59,337.78,0,,0,0,0,0,0,0,0,-258.42
,,0,-0.49,0,0,0,215.76,186.39,0,,0,0,0,0,0,0,0,-137.38
,,0,0,0,0,0,10.74,140.84,0,,0,0,0,0,0,0,0,-88.8
,,0,0,0,0,0,0,93.73,0,,0,0,0,0,0,0,0,-111.2
,,0,0,0,0,0,0.45,31.58,0,,0,0,0,0,0,0,0,-102.64
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-124.53
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-62.31
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-124
,,0,0,0,0,0,0.42,0,0,,0,0,0,0,0,0,0,-92.07
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-114.19
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-209.53
,,0,0,0,0,0,0,0,-3.24,,0,0,0,0,0,0,0,-183.95
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-112.45
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-189.46
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-178.1
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-87.23
,,0,0,0,0,0,0,0,-0.66,,0,0,0,0,0,0,0,-61.83
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,77.19,51.79,7.55,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,145.66,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,47.03,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,16.89,29.93,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,136.18,109.94,112.14,0,0,,0,0,0,0,0,0,0,0
,,473.14,663.21,0,93.46,75.17,232.06,409.01,0,,0,0,0,0,0,0,0,0
,,1036.36,1342.79,0,177.76,130.33,259.98,520.19,0,,0,0,-0.45,0,0,0,0,0
,,1178.12,987.24,0,213.46,192.67,123.34,515.03,0,,0,0,0,0,-236,-223,0,-161.27
,,1231.21,2122.54,0,131.31,135.7,0,515.82,0,,0,0,0,0,-391,-388,0,-261.29
,,1238.63,1810.88,0,0,0,0,512.39,0,,0,0,0,0,-393,-389,0,-67.92
,,729.3,1493.69,0,64.95,66.25,0,512.46,0,,0,0,0,0,-404,-404,0,0
,,222.56,1148.08,0,27.72,31.89,0,514.5,0,,0,0,0,0,-965,-603,-506,0
,,18.42,19.42,0,31.49,36.8,0,517.69,0,,0,0,0,0,-1163,-646,-733,-177.65
,,0,120.68,34.15,33.35,63.69,0,516.93,0,,0,0,0,0,-1111,-607,-694,-381.13
,,0,0,0,203.95,102.89,0,305.49,0,,0,0,0,0,-1085,-590,-679,-184.59
,,444.04,266.81,0,51.85,65.13,0,532.8,0,,0,0,0,0,-1079,-592,-678,0
,,179.53,223.16,0,0,0,0,699.16,0,,0,0,0,0,-1062,-577,-664,-451.24
,,0,0,0,0,0,0,694.15,0,,0,0,0,0,-1023,-557,-648,-363.07
,,0,0,74.57,70.62,61.01,0.37,531.37,0,,0,0,0,0,-973,-534,-626,-384.83
,,0,0,78.23,0,0,0,197.25,0,,0,0,0,0,-908,-503,-600,-401.64
,,0,0,65.77,73.52,53.1,142.58,0,0,,0,0,0,0,-644,-467,-565,-451.25
,,0,0,0,27.11,36.27,146.58,0,0,,0,0,0,0,-466,-474,-383.33,-223.69
,,0,0,0,0,0,102.52,0,0,,0,0,0,0,-442,-454,-366.43,-416.98
,,0,0,0,113.29,88.52,104.59,0,0,,0,0,0,0,-438,-448,-361.36,-249.48
,,0,0,60.93,180.48,147.52,73.87,123.08,0.11,,0,0,0,0,-438,-448,-361.36,0
,,0,0,106.37,64.04,66.43,77.92,271.43,0,,0,0,0,0,-462,-472,-381.64,0
,,0,0,52.16,0,0,86.48,621.13,0,,0,0,0,0,-463,-467,-377.41,0
,,0,0,164.72,64.55,61.58,0,664.38,0,,0,0,0,0,-469,-466,-376.57,0
,,0,0,139.8,98.05,89.82,0,436.24,0,,0,0,0,0,-457,-456,-368.12,0
,,0,0,126.23,69.13,65.46,0,400.26,0,,0,0,0,0,-428,-432,-347.83,0
,,0,0,110.61,0,0,0,396.86,0,,0,0,0,0,-408,-412,-330.93,0
,,0,0,84.72,27.54,44.7,0,291.28,0,,0,0,0,0,-396,-416,-334.31,0
,,82.14,0,88.03,52.6,57.45,74.98,612.64,0,,0,0,0,0,-439,-169,-304,0
,,1127.43,0,114.98,160.64,149.75,104.32,1127.46,0,,0,0,0,0,-560,0,0,0
,,1025.62,9.56,119.43,241.74,197.16,0,1155.19,0,,0,0,0,0,-625,0,0,-227.17
,,509.2,0,175.09,236.56,217.88,0,801.45,0,,0,0,0,0,-651,0,0,-316.02
,,0,0,208.76,76.51,101.14,0,634.94,0,,0,0,0,0,-661,0,0,-566.81
,,0,0,102.55,78.59,13.97,0,502.82,0,,0,0,0,0,-667,0,0,-567.15
,,0,0,0,114.83,138.44,0,504.08,0,,0,0,0,0,-674,0,0,-499.23
,,0,0,0,124.68,125.46,0,512.88,0,,0,0,0,0,-673,0,0,-316.29
,,0,0,0,108.13,106.74,0,294.45,0,,-0.24,0,0,0,-672,0,0,-343.29
,,0,0,0,88.37,66.18,0,115.74,0,,-0.44,0,0,0,-660,0,0,-381.24
,,0,0,0,118.62,73.7,0,148.2,0,,-0.49,0,0,0,-740,-332,-824,-557.41
,,0,0,0,71.12,6.84,27.19,180.94,0,,-0.61,0,0,0,-820,-25,-864,-108.49
,,0,0,0,0,0,214.08,182.9,0,,-0.39,0,0,0,-682,462,-740,0
,,0,0,165.73,0,0,162.19,333.2,0,,-0.23,0,0,0,-476,93,-501,-407.78
,,0,0,249.4,0,0,101.76,311.04,0,,-0.08,0,0,0,-420,-188,-216,-563.38
,,0,0,78.14,0,0,250.72,183.21,-3.04,,0,0,0,0,-494,0,0,-532.8
,,0,0,0,0,0,77.12,185.75,0,,0,0,0,0,-508,0,0,-538.68
,,0,0,0,47.93,38.82,31.03,180.94,0,,0,0,0,0,-503,0,0,-544.33
,,0,0,0,0,0,227.93,183.98,0,,0,0,0,0,-500,0,0,-542.96
,,0,0,0,0,0,124.05,183.33,0,,0,0,0,0,-486,0,0,-541.36
,,0,0.03,0,0,0,28.73,223.05,0,,0,0,0,0,-468,0,0,-467.62
,,0,0,0,0,0,128.13,186.11,0,,0,0,0,0,-144,0,0,-399.59
,,0,0,0,43.95,44.38,53.48,114.3,0,,0,0,0,0,0,0,0,-476.22
,,0,0,0.87,17.96,29.63,56.3,0,0,,0,-72.35,0,0,0,0,0,-499.25
,,0,0,0,27.86,35.22,111.3,0,0,,0,-47.79,0,0,0,0,0,-560.37
,,0,0,0,0,0,147.34,0,0,,0,0,0,0,0,0,0,-424.28
,,0,0,0,0,0,33.65,0,0,,0,0,0,0,0,0,0,-361.66
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-402.78
,,0,0,0.61,0,0,0,0,0,,0,0,0,0,0,0,0,-195.33
,,0,0,30.31,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,6.34,0,0,0,0,0,,0,0,0,0,0,0,0,-47.45
,,0,0,0,0,-0.12,0,0,-4.96,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-97.32
,,0,0,0,58.51,48.41,0,0,0,,0,0,0,0,0,0,0,-105.86
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-121.46
,,0,0,162.4,0,0,0,0,0,,0,0,0,0,0,0,0,-33.44
,,0,0,59.29,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0.31,50.06,0,0,,0,0,0,0,0,0,0,0
,,0,0,25.9,66.28,45.96,63.61,74.03,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0.63,0,184.85,0,,0,0,0,0,0,0,0,0
,,0,0,0,57.34,44.79,0,65.65,0,,0,0,0,0,0,0,0,0
,,0,0,0,70.1,47.81,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,13.62,0.48,0,0,,0,0,0,0,0,0,0,0
,,0,0,15.74,14.86,43.53,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,25.8,0,,0,0,0,0,0,0,0,0
,,0,0,0,20.45,60.32,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,52.96,23.54,0,22.68,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,30.28,0,0,0,23.09,0,,0,0,0,0,0,0,0,0
,,0,0,0,51.36,53,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,25.91,0,,0,0,0,0,0,0,0,0
,,0,0,149.52,0,0,99.69,14.27,0,,0,0,0,0,0,0,0,0
,,0,0,78.78,0,0,144.89,61.5,0,,0,0,0,0,0,0,0,0
,,0,0,0,179.98,114.52,140.61,157.71,0,,0,0,0,0,0,0,0,0
,,0,0,3.55,215.45,87.94,67.98,568.97,0,,0,0,0,0,0,0,0,0
,,0,0,0,34.19,7.37,110.74,480.2,0,,-73.15,0,0,0,0,0,0,0
,,0,0,23.38,0,0,213.17,183.07,0,,-39.38,0,0,0,0,0,0,0
,,0,0,20.7,0,0,182.96,105.71,0,,0,0,0,0,0,0,0,0
,,0,0,114.43,0,0,142.29,246.15,0,,0,0,0,0,0,0,-480,0
,,0,0,90.46,70.68,44.79,93.82,295.11,0,,0,0,0,0,0,0,-900,0
,,0,0,3.75,65.83,66.79,78.15,241.92,0,,0,0,0,0,0,0,-905,0
,,0,0,22.61,0,0,71.75,56.47,0,,0,0,0,0,0,0,-909,0
,,0,0,0,24.4,48.08,219.73,18.35,0,,0,0,0,0,0,0,-680,0
,,0,0,0,62.76,88.93,202.98,152.98,0,,0,0,0,0,0,0,0,0
,,0,0,16.12,50.49,81.15,198.78,152.18,0,,0,0,0,0,0,0,0,0
,,0,0,6.46,61.14,91.87,184,336.02,0,,0,0,0,0,0,0,0,0
,,0,0,31.68,86.51,113.33,197.6,369.6,0,,0,0,0,0,0,0,0,0
,,0,0,0,22.07,19.95,205.92,328.51,0,,0,0,0,0,0,0,0,0
,,0,0,16.18,0,0,208.24,347.76,0,,0,0,0,0,0,0,0,0
,,0,0,0,43.73,49.49,211.73,177.21,0,,0,0,0,0,0,0,0,0
,,0,0,14.74,0,0,96.09,177.28,0,,0,0,0,0,0,0,0,0
,,0,0,13.37,0,0,0,103.39,0,,0,0,0,0,0,0,0,0
,,0,0,0,51.67,50.21,39.18,0,0,,0,0,0,0,0,0,0,0
,,0,0,21.2,0,0,60.19,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,31.2,0,0,,0,0,0,0,0,0,0,0
,,0,0,63.83,45.24,50.25,22.23,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,176.99,88.02,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,20.54,85.87,13.95,127.36,104.55,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,48.21,128.67,0,,0,0,0,0,0,0,0,0
,,0,0,15.51,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,21.55,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,8.85,0,0,0,22.48,0,,0,0,0,0,0,0,0,0
,,0,0,108.66,0,0,0,0,0,,-29.17,0,0,0,0,0,0,0
,,0,0,328.55,0,0,39.51,132.23,0,,0,0,0,0,0,0,0,0
,,0,0,327.37,69.52,44.32,49.16,206.91,-0.24,,0,0,0,0,0,0,0,0
,,0,0,273.4,0,0,13.12,198.52,0,,0,0,0,0,0,0,0,0
,,0,0,107.63,0,0,0,88.16,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,78.38,35.22,24.98,40.79,177.03,0,,0,0,0,0,0,0,0,0
,,0,0,118.22,173.84,74.21,63.98,283.07,0,,0,0,0,0,0,0,0,0
,,0,0,120.7,93.13,50.55,161.96,297.93,0,,0,0,0,0,0,0,0,0
,,0,0,39.39,0,0,216.24,772.71,0,,0,0,0,0,0,0,0,0
,,0,0,70.42,98.42,57.14,171.26,734.64,0,,0,0,0,0,0,0,0,0
,,0,0,114.67,0,0,161.45,920.22,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,135.35,457.77,0,,0,0,0,0,0,0,0,0
,,0,0,83.21,36.58,43.67,140.47,85.57,0,,0,0,0,0,0,0,0,0
,,0,0,122.34,0,0.59,179.5,34.27,0,,0,0,0,0,0,0,0,0
,,0,-0.28,122.02,38.17,29.48,290.99,84.65,0,,0,0,0,0,0,0,0,0
,,0,0,52.1,0,0,396,226.37,0,,0,0,0,0,0,0,0,0
,,0,0,42.66,0,0,321.41,333.39,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,235.1,181.53,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,48.54,66.63,0,,0,0,0,0,0,0,0,0
,,0,0,28.78,0,0,44.05,0,-0.97,,0,0,0,0,0,0,0,0
,,0,0,0,72.51,50.83,59.21,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,163.72,82.76,36.16,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,79.11,45.11,189.92,154.4,0,,0,0,0,0,0,0,0,0
,,0,0,0,0.08,33.64,153.88,319.9,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,36.59,128.59,257.36,0,,0,0,0,0,0,0,0,0
,,0,0,100.84,1.15,42.5,50.41,369.04,0,,0,0,0,0,0,0,0,0
,,0,0,161.28,35.44,55.44,0,298.5,0,,0,0,0,0,0,0,0,0
,,0,0,170.9,45.72,47.99,0,599.32,0,,-90.45,0,0,0,0,0,0,0
,,13.41,385.92,345.36,55.86,9.65,0,928.46,0,,-200.7,0,0,0,0,0,0,-519
,,0,0,603.36,66.59,10.53,0,1128.34,0,,-143.84,0,0,0,0,0,0,-649.71
,,0,0,1030.49,30.72,45.1,0,1229.11,0,,-144.42,0,0,0,0,0,0,-222.87
,,0,0,816.5,0,0,0,1139.44,0,,-128.5,0,0,0,0,0,0,-382.32
,,0,0,410.28,0,0,0,1033.88,0,,-126.47,0,0,0,0,0,0,-265.95
,,0,0,169.89,59.17,0,0,958.2,0,,-125.99,0,0,0,0,0,0,-329.21
,,0,0,247.53,70.23,57.02,0,758.39,0,,-42.31,0,0,0,0,0,0,-246.1
,,0,0,251.61,75.28,2.5,0,729.71,0,,0,0,0,0,0,0,0,0
,,0,0,333.36,75.26,0,0,484.2,0,,0,0,0,0,0,0,0,-77.49
,,0,0,332.16,65.82,4.06,0,373.92,0,,0,0,0,0,0,0,0,0
,,0,0,334.29,28.98,35.5,0,417.38,0,,-131.12,0,0,0,0,0,0,0
,,0,0,344.47,0,0,0,424.36,0,,-147.74,0,0,0,0,0,0,0
,,0,0,221.7,0,0,0,415.59,0,,-128.44,0,0,0,0,0,0,0
,,0,0,124.23,0,0,0,400.75,0,,-127.26,0,0,0,0,0,0,0
,,0,0,194.05,0,0,0,399.56,0,,-127.9,0,0,0,0,0,0,-273.52
,,0,0,246.99,74.64,62.7,10.86,425.42,0,,-128.51,0,0,0,0,0,0,-345.85
,,0,0,245.98,0,0,41.35,301.41,0,,-128.25,0,0,0,0,0,0,-361.74
,,0,0,244.49,0,0,36.33,0,0,,-127.32,0,0,0,0,0,0,-372.9
,,0,0,177.74,0,0,70.2,0,0,,-125.59,0,0,0,0,0,0,-424.32
,,0,0,44.1,45.11,45.08,50.03,21.4,0,,-79.73,0,0,0,0,0,0,-134.67
,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,0,0,59.51,0,0,,0,0,0,0,0,0,0,0
,,0,-0.06,0,0,0.06,69.64,0,0,,-94.22,0,0,0,0,0,0,0
,,0,0,0,59.55,64.71,69.1,0,0,,-36.75,0,0,0,0,0,0,0
,,0,0,0,0,0,0.74,0,0,,0,0,0,0,0,0,0,0
